TestMatchNumber,Wicket,Batter,dismissalMode,Fielder,Runs,innings,opponent,venue,country,matchDate,match,video,description,Milestone,fieldingPosition,wktDetails,player,overs
5,14,JH Kallis,caught,MG Johnson,37,3,v South Africa,Perth,Australia,30 Nov 2012,Test # 2064,starc-wkt-14,"He is not getting to 13,000 runs today. Bouncer from Starc, Kallis drags this hook from outside off, gets a healthy top edge to fine leg. c Mitch b Mitch.",,Outfield,"14. JH Kallis c MG Johnson b Starc
Test Match#: 5.0: v South Africa at Perth in 2012 (2nd innings)",Starc,51.5
5,15,RJ Peterson,caught,MG Johnson,0,3,v South Africa,Perth,Australia,30 Nov 2012,Test # 2064,starc-wkt-15,"you can't keep Johnson out of action. c Mitchell b Mitchell again. Superb catch too. Bouncer, handcuffs him with the angle, the top edge flies towards wide of mid-on. Johnson has to run forward and to his left, and completes a low catch as he dives.",,InField,"15. RJ Peterson c MG Johnson b Starc
Test Match#: 5.0: v South Africa at Perth in 2012 (2nd innings)",Starc,103.5
5,16,AB de Villiers,caught,MS Wade,169,3,v South Africa,Perth,Australia,30 Nov 2012,Test # 2064,starc-wkt-16,"de Villiers falls finally. He makes room to go over extra again, but all he manages is a soft edge to a length ball. Wade completes the catch. Lead is 619 now.",,Keeper,"16. AB de Villiers c MS Wade b Starc
Test Match#: 5.0: v South Africa at Perth in 2012 (2nd innings)",Starc,107.4
5,17,DW Steyn,caught,MS Wade,8,3,v South Africa,Perth,Australia,30 Nov 2012,Test # 2064,starc-wkt-17,"Five for Starc. First five-for for him. Bouncer again, he looks to upper-cut it, but all he manages is an edge through to Wade. Starc raises the ball to the crowd. With a big smile on the face. Good to seem him enjoy it despite things not going his way.",,Keeper,"17. DW Steyn c MS Wade b Starc
Test Match#: 5.0: v South Africa at Perth in 2012 (2nd innings)",Starc,111.3
5,18,M Morkel,bowled,,0,3,v South Africa,Perth,Australia,30 Nov 2012,Test # 2064,starc-wkt-18,"Starc gets six now. Denies the other Mitchell a five-for. Swinging yorker, squeezes under the tall man's bat. Leg stump knocked out of the ground.",,,"18. M Morkel b  Starc
Test Match#: 5.0: v South Africa at Perth in 2012 (2nd innings)",Starc,111.5
6,19,TM Dilshan,bowled,,147,2,v Sri Lanka,Hobart,Australia,14 Dec 2012,Test # 2067,starc-wkt-19,"at long last a wicket for Starc, the yorker does the trick, that lasered in towards the base of off stump, beats the bat which comes down a bit late, bowled 'im, Dilshan's long vigil is over, superb innings from him which kept Sri Lanka in the game, a relieved Starc kicks the ball towards the square leg umpire.",,,"19. TM Dilshan b  Starc
Test Match#: 6.0: v Sri Lanka at Hobart in 2012 (1st innings)",Starc,97.1
6,20,FDM Karunaratne,bowled,,30,4,v Sri Lanka,Hobart,Australia,14 Dec 2012,Test # 2067,starc-wkt-20,"Starc strikes, a terrific yorker, lasers in towards the base of off stump, similar one to the Dilshan dismissal in the first innings, the bat came down far too late, Karunaratne's Test is over, Australia get their second.",,,"20. FDM Karunaratne b  Starc
Test Match#: 6.0: v Sri Lanka at Hobart in 2012 (2nd innings)",Starc,23.1
6,21,HAPW Jayawardene,caught,MEK Hussey,21,4,v Sri Lanka,Hobart,Australia,14 Dec 2012,Test # 2067,starc-wkt-21,"Starc strikes, Prasanna is gone, Australia three away now, quick length ball, angling in, extra bounce too much to deal with, hits the glove on its way through to the slip cordon, Sri Lanka's chances fading here.",,slip-cordon,"21. HAPW Jayawardene c MEK Hussey b Starc
Test Match#: 6.0: v Sri Lanka at Hobart in 2012 (2nd innings)",Starc,107.4
6,22,KMDN Kulasekara,caught,MS Wade,9,4,v Sri Lanka,Hobart,Australia,14 Dec 2012,Test # 2067,starc-wkt-22,"Starc is rewarded, after harrying Herath without success, his first ball to Kulasekara nicks it through to the keeper, no foot work whatsoever from Kulasekara and he feathers it to Wade, two to go for Australia now.",,Keeper,"22. KMDN Kulasekara c MS Wade b Starc
Test Match#: 6.0: v Sri Lanka at Hobart in 2012 (2nd innings)",Starc,113.5
6,23,HMRKB Herath,bowled,,8,4,v Sri Lanka,Hobart,Australia,14 Dec 2012,Test # 2067,starc-wkt-23,"bowled 'im, finally, after many many near misses Starc gets the wicket, it was a yorker again, 146.3kph, Herath gets bat on it, just about, hits his boot and rolls on to the stumps, his gutsy innings is over, and it is down to the last pair.",,,"23. HMRKB Herath b  Starc
Test Match#: 6.0: v Sri Lanka at Hobart in 2012 (2nd innings)",Starc,117.3
6,24,RMS Eranga,caught,MS Wade,6,4,v Sri Lanka,Hobart,Australia,14 Dec 2012,Test # 2067,starc-wkt-24,"it's over, Australia get their first home Test win of the series, Sri Lanka's resistance is over, Starc gets five, Eranga edges that through to the keeper, extra bounce does him in, not an easy one to play that one, Australia are jubilant, Sri Lanka battled for nearly 120 overs but it wasn't enough.",,Keeper,"24. RMS Eranga c MS Wade b Starc
Test Match#: 6.0: v Sri Lanka at Hobart in 2012 (2nd innings)",Starc,146.3
7,25,DPMD Jayawardene,caught,MJ Clarke,72,1,v Sri Lanka,Sydney,Australia,3 Jan 2013,Test # 2070,starc-wkt-25,"and the bowling change does the trick! Comes over the wicket, lands it outside off, Mahela goes forward and across to drive and gets a thick outside edge at waist height to Clarke at first slip, they check for the no-ball and Starc's heel was just behind the popping crease before he dragged it forward, legal delivery, Mahela has to walk.",Yes,slip-cordon,"25. DPMD Jayawardene c MJ Clarke b Starc
Test Match#: 7.0: v Sri Lanka at Sydney in 2013 (1st innings)",Starc,42.1
7,26,AD Mathews,caught,MEK Hussey,15,1,v Sri Lanka,Sydney,Australia,3 Jan 2013,Test # 2070,starc-wkt-26,"Hussey takes his second catch! Once again Starc doesn't take long to strike in a new spell, it was angled across the right-hander, Mathews was forward and across and the edge traveled to Hussey at second slip, in fact he took his eyes off the ball slightly before taking it.",,slip-cordon,"26. AD Mathews c MEK Hussey b Starc
Test Match#: 7.0: v Sri Lanka at Sydney in 2013 (1st innings)",Starc,66.2
7,27,LD Chandimal,bowled,,24,1,v Sri Lanka,Sydney,Australia,3 Jan 2013,Test # 2070,starc-wkt-27,"Yorker! Troubles the best of them, Starc's making it a habit striking early in a spell, this was angled in beautifully from the off stump, lands on the blockhole, Chandimal wasn't quick enough to get his bat down, crashes between middle and leg.",,,"27. LD Chandimal b  Starc
Test Match#: 7.0: v Sri Lanka at Sydney in 2013 (1st innings)",Starc,80.1
7,28,KTGD Prasad,caught,MS Wade,15,3,v Sri Lanka,Sydney,Australia,3 Jan 2013,Test # 2070,starc-wkt-28,"the bowling change brings a wicket! Starc lands it on a good length on middle and shapes it away, Prasad pokes at it and it's an edge to Wade.",,Keeper,"28. KTGD Prasad c MS Wade b Starc
Test Match#: 7.0: v Sri Lanka at Sydney in 2013 (2nd innings)",Starc,56.2
9,29,M Vijay,lbw,,153,2,v India,Mohali,India,14 Mar 2013,Test # 2081,starc-wkt-29,"finally Starc swings the ball on this tour and gets him an lbw. Vijay has not seen the ball swing all series and he pads up to a length ball on middle. The ball shapes back in, hits him on the knee roll in front of middle. Easy decision. Starc shakes Vijay's hand before he goes off.",,,"29. M Vijay lbw  Starc
Test Match#: 9.0: v India at Mohali in 2013 (1st innings)",Starc,101.1
9,30,MS Dhoni,lbw,,4,2,v India,Mohali,India,14 Mar 2013,Test # 2081,starc-wkt-30,"Starc is swinging it. Oh boy just imagine if he had been swinging it all series long. This is dangerous stuff. Dhoni walks down to negate the swing, but this low full toss swings past the inside edge and hits him low and in front.",,,"30. MS Dhoni lbw  Starc
Test Match#: 9.0: v India at Mohali in 2013 (1st innings)",Starc,101.4
10,31,JM Bairstow,bowled,,37,1,v England,Nottingham,England,10 Jul 2013,Test # 2090,starc-wkt-31,"castled! Now it's reward for Starc. Full at off stump, Bairstow plays around it and the pole flies backwards. Wasn't quite a yorker, Bairstow closed the face as he aimed for the leg side. Had played straight for so much of his innings.",,,"31. JM Bairstow b  Starc
Test Match#: 10.0: v England at Nottingham in 2013 (1st innings)",Starc,57.1
10,32,ST Finn,caught,BJ Haddin,0,1,v England,Nottingham,England,10 Jul 2013,Test # 2090,starc-wkt-32,"first ball! Playing away from his body, edges through to Haddin. Finn reviews, thinking he has hit the ground, but replays quickly confirmed the nick..",,Keeper,"32. ST Finn c BJ Haddin b Starc
Test Match#: 10.0: v England at Nottingham in 2013 (1st innings)",Starc,57.2
10,33,JE Root,caught,BJ Haddin,5,3,v England,Nottingham,England,10 Jul 2013,Test # 2090,starc-wkt-33,"Starc has struck! Root has been given out caught down leg side. Brad Haddin was very keen in his appeal, and Aleem Dar raises the finger! Root seemed uncertain of whether he'd hit it - he was enquiring of Cook whether to review it and the result was no review. Looks like there was probably a fine tickle off the face of the bat - which was a long way from the body as he tried to glance.",,Keeper,"33. JE Root c BJ Haddin b Starc
Test Match#: 10.0: v England at Nottingham in 2013 (2nd innings)",Starc,7.3
10,34,IJL Trott,lbw,,0,3,v England,Nottingham,England,10 Jul 2013,Test # 2090,starc-wkt-34,"huge lbw shout! Enormous! And after Aleem Dar says not out, Australia ask for a review and the decision is overturned. Now this is an interesting one. It's fullish and swinging in, dead straight. Would have hit middle stump. But Trott seems to think he's hit it, and while Hot Spot didn't appear to show anything, the front-on camera showed a sharpish deviation just before the ball hit the pad. The third umpire must have felt it was the natural swing of the ball. Trott's not happy, but he has to go, and Starc is on a hat-trick.",,,"34. IJL Trott lbw  Starc
Test Match#: 10.0: v England at Nottingham in 2013 (2nd innings)",Starc,7.4
10,35,IR Bell,caught,BJ Haddin,109,3,v England,Nottingham,England,10 Jul 2013,Test # 2090,starc-wkt-35,"full ball just outside off, Bell plays forward and nicks it behind a feather edge and up goes the finger. Bell's fabulous effort comes to an end. He went forward a foot outside off to a ball that straightened enough to take the edge that carried low through to Haddin. The change and around the wicket angle works.",,Keeper,"35. IR Bell c BJ Haddin b Starc
Test Match#: 10.0: v England at Nottingham in 2013 (2nd innings)",Starc,146.2
11,36,AN Cook,caught,BJ Haddin,62,2,v England,Manchester,England,1 Aug 2013,Test # 2092,starc-wkt-36,"short of a length pitching on leg and angling down Cook's pads. He attempts to glance this behind square but ends up getting a nick on it and Haddin pulls off a stunner as he dives full to his right and completes the catch. Unlucky dismissal for Cook, but a fortuitous one for Starc as England are now 110 for 4.",,Keeper,"36. AN Cook c BJ Haddin b Starc
Test Match#: 11.0: v England at Manchester in 2013 (1st innings)",Starc,53.6
11,37,JM Bairstow,caught,SR Watson,22,2,v England,Manchester,England,1 Aug 2013,Test # 2092,starc-wkt-37,length ball pitched outside off. Bairstow gets forward with minimal footwork as the ball kisses the edge on its way to Shane Watson at first slip. A promising stand of 52 for the sixth wicket is broken. Australia sniffing a chance here to run through the remaining order..,,slip-cordon,"37. JM Bairstow c SR Watson b Starc
Test Match#: 11.0: v England at Manchester in 2013 (1st innings)",Starc,106.1
11,38,KP Pietersen,lbw,,113,2,v England,Manchester,England,1 Aug 2013,Test # 2092,starc-wkt-38,"and Starc takes the big fish! pitches this on a length on middle and Pietersen plays the wrong line as the ball thuds into the front pad. The finger goes up straight away and Pietersen consults with Prior before reviewing the decision. The ball is pitching in line and hitting middle stump. Pietersen is gone and Australia will be massively relieved by his exit. But that still doesn't take away from his wonderful innings, one that began rather scratchily, but ended with some confident shots around the ground..",,,"38. KP Pietersen lbw  Starc
Test Match#: 11.0: v England at Manchester in 2013 (1st innings)",Starc,110.1
12,39,IJL Trott,lbw,,40,2,v England,The Oval,England,21 Aug 2013,Test # 2094,starc-wkt-39,"shaping in, Trott stays back and is hit on the pad trying to flick across the line, Dar thinks long and hard before giving it out! Looked pretty good, though Trott decides to review. There might have been some doubt about whether it pitched in line with leg stump, or if it swung too much but the ball just straightened and would have pegged back the pole - Trott is dispatched for another scratchy, below-par return.",,,"39. IJL Trott lbw  Starc
Test Match#: 12.0: v England at The Oval in 2013 (1st innings)",Starc,80.1
12,40,KP Pietersen,caught,SR Watson,50,2,v England,The Oval,England,21 Aug 2013,Test # 2094,starc-wkt-40,"edged, caught at first slip! But, hang on, the umpires are checking. It was very full outside off, Pietersen jabbed at it. Did it go straight into the ground? No, that's a big thick edge to slip. Strange dismissal, not sure Pietersen really picked the ball up. No footwork, playing way away from his body.",,slip-cordon,"40. KP Pietersen c SR Watson b Starc
Test Match#: 12.0: v England at The Oval in 2013 (1st innings)",Starc,100.3
12,41,SCJ Broad,bowled,,9,2,v England,The Oval,England,21 Aug 2013,Test # 2094,starc-wkt-41,"cleaned up! Full, straight, Broad plays around it. Middle stump gets knocked back. His feet were stuck in concrete. Hint of reverse swing..",,,"41. SCJ Broad b  Starc
Test Match#: 12.0: v England at The Oval in 2013 (1st innings)",Starc,134.1
13,42,Azhar Ali,caught,DA Warner,109,1,v Pakistan,Abu Dhabi,,30 Oct 2014,Test # 2142,starc-wkt-42,"but now he's taken a catch! It's a poor ball, down the leg side, and Azhar only gets a little tickle as he looks to glance, and Warner dives to his left and takes it very well, low, with both hands.",,,"42. Azhar Ali c DA Warner b Starc
Test Match#: 13.0: v Pakistan at Abu Dhabi in 2014 (1st innings)",Starc,98.1
13,43,Asad Shafiq,bowled,,21,1,v Pakistan,Abu Dhabi,,30 Oct 2014,Test # 2142,starc-wkt-43,"chopped it on! That was short but not wide enough to cut. He went after it, went hard at the ball, and got a bottom edge onto the stumps.",,,"43. Asad Shafiq b  Starc
Test Match#: 13.0: v Pakistan at Abu Dhabi in 2014 (1st innings)",Starc,160.4
14,44,M Vijay,bowled,,27,3,v India,Brisbane,Australia,17 Dec 2014,Test # 2149,starc-wkt-44,"bowled him! The line did him there. It was angling across, and so close to off stump that Vijay was in two minds about whether to play or leave. By the time he chose the latter option and raised his bat to leave, it had only gone up far enough for the ball to strike it and cannon onto the stumps.",,,"44. M Vijay b  Starc
Test Match#: 14.0: v India at Brisbane in 2014 (2nd innings)",Starc,10.3
14,45,R Ashwin,caught,BJ Haddin,19,3,v India,Brisbane,Australia,17 Dec 2014,Test # 2149,starc-wkt-45,"gone. That one came back in just a touch from outside off, back of a length. Ashwin was shuffling across, looking to defend. His bat came down at an angle and was pointing to wide mid-on rather than straight back down the pitch. Ball comes in, takes his inside edge, and Haddin takes a simple catch. I'm not sure it was the inside edge. May have been just his back thigh. No HotSpot mark on the inside edge. Snicko seemed to react when it passed his thigh.",,Keeper,"45. R Ashwin c BJ Haddin b Starc
Test Match#: 14.0: v India at Brisbane in 2014 (2nd innings)",Starc,36.4
15,46,M Vijay,caught,BJ Haddin,0,2,v India,Sydney,Australia,6 Jan 2015,Test # 2156,starc-wkt-46,"it takes them three balls to strike, this is a rather loose, tired looking drive from Vijay to a wide one slanted across him, and it is a thin edge to Haddin, Starc does some shouting in Vijay's face.",,Keeper,"46. M Vijay c BJ Haddin b Starc
Test Match#: 15.0: v India at Sydney in 2015 (1st innings)",Starc,0.3
15,47,KL Rahul,caught,MA Starc,110,2,v India,Sydney,Australia,6 Jan 2015,Test # 2156,starc-wkt-47,"he's gone this time, tries to fetch this short ball from outside off and pull, it has climbed too high, though, and the top edge goes right up vertically and comes down on the crease, Starc has set himself up there close to Rahul to take it.",,return catch,"47. KL Rahul c MA Starc b Starc
Test Match#: 15.0: v India at Sydney in 2015 (1st innings)",Starc,86.6
15,48,R Ashwin,caught,BJ Haddin,50,2,v India,Sydney,Australia,6 Jan 2015,Test # 2156,starc-wkt-48,"he has kept beating Shami but Ashwin is good enough to edge one, short of a length, angled in, holding the line, and Ashwin feathers it through to the keeper, they take a long time to check for the no-ball, but Starc is fine with both feet.",,Keeper,"48. R Ashwin c BJ Haddin b Starc
Test Match#: 15.0: v India at Sydney in 2015 (1st innings)",Starc,158.6
15,49,V Kohli,caught,SR Watson,46,4,v India,Sydney,Australia,6 Jan 2015,Test # 2156,starc-wkt-49,"Starc gives Australia the big one of the India captain, good delivery, slanted in good length and wide, Kohli reaches for the drive, the ball straightens and the edge carries to first slip's right, Watson snapping it up.",,slip-cordon,"49. V Kohli c SR Watson b Starc
Test Match#: 15.0: v India at Sydney in 2015 (2nd innings)",Starc,66.6
15,50,SK Raina,lbw,,0,4,v India,Sydney,Australia,6 Jan 2015,Test # 2156,starc-wkt-50,"Raina has two ducks in his comeback Test, stuck on the crease again, the short ball on his mind, this comes in from back of a length, past a tentative bat, strikes him on the knee roll, umpire gives it right away, ball tracker says that is hitting middle.",Yes,,"50. SK Raina lbw  Starc
Test Match#: 15.0: v India at Sydney in 2015 (2nd innings)",Starc,68.3
16,51,MN Samuels,caught,JR Hazlewood,7,1,v West Indies,Roseau,West Indies,3 Jun 2015,Test # 2164,starc-wkt-51,"the short ball does the trick! Hazlewood snaps it up near the long-leg boundary. Banged in short and hurries on outside off, Samuels mis-controls a pull. He manages a top edge that balloons in the air. Hazlewood (you can't keep him out of action) runs to his right and pouches it safely. Excellent judgement.",,,"51. MN Samuels c JR Hazlewood b Starc
Test Match#: 16.0: v West Indies at Roseau in 2015 (1st innings)",Starc,30.5
16,52,JO Holder,caught,SE Marsh,21,1,v West Indies,Roseau,West Indies,3 Jun 2015,Test # 2164,starc-wkt-52,"caught at gully! Angled in outside off from round the stumps, Holder throws his bat at a drive and nicks it off to gully, where Marsh takes it around chest-height.",,close-in,"52. JO Holder c SE Marsh b Starc
Test Match#: 16.0: v West Indies at Roseau in 2015 (1st innings)",Starc,44.5
16,53,KC Brathwaite,bowled,,15,3,v West Indies,Roseau,West Indies,3 Jun 2015,Test # 2164,starc-wkt-53,"and another.. This is a Starc special and the off-stump is rattled. Brathwaite has to go now. This was speared full and swings back in on off at 144.2ks, Brathwaite plays across the wrong line and falls over as his balance is shot. Starc rips through the bat-pad gap and nails off.",,,"53. KC Brathwaite b  Starc
Test Match#: 16.0: v West Indies at Roseau in 2015 (2nd innings)",Starc,5.1
16,54,JE Taylor,lbw,,0,3,v West Indies,Roseau,West Indies,3 Jun 2015,Test # 2164,starc-wkt-54,"big shout for lbw, given out by umpire Richard Kettleborough.. Very full and swings back in on off at 140.8ks, Taylor is rooted to the crease as he fails to jam out the defence. Smacked on the back pad in front of middle and off. He does not want to challenge the decision and walks off for a duck. It looked pretty plumb...",,,"54. JE Taylor lbw  Starc
Test Match#: 16.0: v West Indies at Roseau in 2015 (2nd innings)",Starc,144.2
16,55,D Bishoo,bowled,,1,3,v West Indies,Roseau,West Indies,3 Jun 2015,Test # 2164,starc-wkt-55,"Timber... Very full, comes in with the angle at 143.3ks, shoots through the gate and hits the leg stump. Bishoo was crease-bound, lazily pushing at that one.",,,"55. D Bishoo b  Starc
Test Match#: 16.0: v West Indies at Roseau in 2015 (2nd innings)",Starc,81.1
16,56,ST Gabriel,bowled,,0,3,v West Indies,Roseau,West Indies,3 Jun 2015,Test # 2164,starc-wkt-56,"Boom! Starc has scythed through West Indies tail with the second new ball. The hosts have been bowled out for 216. Right in the blockhole and speared on middle, swings in late at 144ks, Gabriel plays all around and does not connect. Deflection off the pad and Starc clatters the middle stump...",,,"56. ST Gabriel b  Starc
Test Match#: 16.0: v West Indies at Roseau in 2015 (2nd innings)",Starc,140.8
17,57,R Chandrika,caught,BJ Haddin,0,2,v West Indies,Kingston,West Indies,11 Jun 2015,Test # 2166,starc-wkt-57,"Chandrika gone for a duck on debut... Pitched up and outside off, he is crease-bound as he chases it with a loose away-from-the-body drive and nicks it through to Haddin. Oh hang on, the umpire's check for a possible no ball. Starc's foot is on the line. I guess there is nothing behind the line. The TV umpire, Dar, though, disagrees.",,Keeper,"57. R Chandrika c BJ Haddin b Starc
Test Match#: 17.0: v West Indies at Kingston in 2015 (1st innings)",Starc,2.4
17,58,KC Brathwaite,bowled,,0,4,v West Indies,Kingston,West Indies,11 Jun 2015,Test # 2166,starc-wkt-58,"Starc strikes in the first over.. Wicket off the third ball after the declaration. Full and a bit wide outside off, Brathwaite drives loosely with little feet movement. He can only drag it back onto the stumps off an inside edge. The middle stump is tilted back. Chandrika bagged a duck in the first innings, Brathwaite out without scoring in the second.",,,"58. KC Brathwaite b  Starc
Test Match#: 17.0: v West Indies at Kingston in 2015 (2nd innings)",Starc,0.3
17,59,R Chandrika,caught,SE Marsh,0,4,v West Indies,Kingston,West Indies,11 Jun 2015,Test # 2166,starc-wkt-59,"Chandrika bags an unwanted pair on debut. Double-strike from Starc, leaves West Indies at 1 for 2. On a fullish length and outside off, Chandrika drives while he is on the move and gets a thickish outside edge. Marsh bends forward at gully and snaps up a sharp, low catch.",,close-in,"59. R Chandrika c SE Marsh b Starc
Test Match#: 17.0: v West Indies at Kingston in 2015 (2nd innings)",Starc,0.6
17,60,SO Dowrich,bowled,,4,4,v West Indies,Kingston,West Indies,11 Jun 2015,Test # 2166,starc-wkt-60,"inswinger from Starc, Dowrich is gone. Pitched up and curves back in rather late, Dowrich does not connect with the attempted across-the-line flick. The ball rips through and cannons into off. Replays show that the ball kissed the back pad and then hit the furniture. Poor shot selection from Dowrich, though.",,,"60. SO Dowrich b  Starc
Test Match#: 17.0: v West Indies at Kingston in 2015 (2nd innings)",Starc,12.3
18,61,IR Bell,lbw,,1,1,v England,Cardiff,,8 Jul 2015,Test # 2170,starc-wkt-61,"very full, and that's bye bye, Ian Bell. Classic left-arm inswing, and it raps Bell on the bottom of his front pad, almost on the half-volley, in front of... middle and leg, maybe, as he looked to flick it. Given out immediately, and Bell walks off, after asking his partner if he should review and getting no for an answer. I'd hazard a guess that Hawkeye would say 'umpire's call', but we'll have to see..",,,"61. IR Bell lbw  Starc
Test Match#: 18.0: v England at Cardiff in 2015 (1st innings)",Starc,14.3
