"TestMatchNumber","Wicket","Batter","dismissalMode","Fielder","Runs","innings","opponent","venue","country","matchDate","match","video","description","Milestone","fieldingPosition","wktDetails","player","overs"
"6.0","27.0","SE Marsh","bowled","","3","1","v Australia","Adelaide","Australia","24 Jan 2012","Test # 2031","ashwin-wkt-27","bowled him! The pressure mounts on Marsh after another failure. Ashwin gave the ball some air and pitched it on a good length just outside off. Marsh moved forward to defend but left a large gap between bat and front pad as he did so. He played down the wrong line, for the ball went on with the arm, through the gap, and hit the stumps..","","","27. SE Marsh b  Ashwin
Test Match#: 6.0: v Australia at Adelaide in 2012 (1st innings)","Ashwin","9.6"
"6.0","28.0","EJM Cowan","caught","VVS Laxman","30","1","v Australia","Adelaide","Australia","24 Jan 2012","Test # 2031","ashwin-wkt-28","caught at cover! Ashwin tossed this ball up outside off stump, drawing Cowan forward and into the cover drive. The ball dipped and Cowan didn't get to the pitch of it, hitting it hard, flat and low towards the right of the fielder at short cover. VVS Laxman was the man in that position and he did superbly to dive low to hold the chance with both hands. Not bad for a supposedly old man!.","","close-in","28. EJM Cowan c VVS Laxman b Ashwin
Test Match#: 6.0: v Australia at Adelaide in 2012 (1st innings)","Ashwin","25.5"
"6.0","29.0","PM Siddle","caught","WP Saha","2","1","v Australia","Adelaide","Australia","24 Jan 2012","Test # 2031","ashwin-wkt-29","Ashwin strikes with the carrom ball, thin edge through to Saha as Siddle pushes forward.","","Keeper","29. PM Siddle c WP Saha b Ashwin
Test Match#: 6.0: v Australia at Adelaide in 2012 (1st innings)","Ashwin","139.6"
"6.0","30.0","DA Warner","caught","R Ashwin","28","3","v Australia","Adelaide","Australia","24 Jan 2012","Test # 2031","ashwin-wkt-30","Ashwin strikes, he has troubled both openers, Warner looks to work a full delivery on the leg side, but ends up chipping it down the track, Ashwin moves towards Cowan and takes a neat low catch.","","return catch","30. DA Warner c R Ashwin b Ashwin
Test Match#: 6.0: v Australia at Adelaide in 2012 (2nd innings)","Ashwin","9.6"
"6.0","31.0","EJM Cowan","lbw","","10","3","v Australia","Adelaide","Australia","24 Jan 2012","Test # 2031","ashwin-wkt-31","that has got to be out, Cowan shuffling again way across, looking to work on the leg side, it carries in with the angle and hits him in front of middle, plumb, that was hitting leg.","","","31. EJM Cowan lbw  Ashwin
Test Match#: 6.0: v Australia at Adelaide in 2012 (2nd innings)","Ashwin","11.4"
"7.0","32.0","MJ Guptill","caught","V Kohli","2","2","v New Zealand","Hyderabad","India","23 Aug 2012","Test # 2054","ashwin-wkt-32","the bowling changes sure are paying off! And Ashwin's got the in-form Guptill, tossed up on middle and leg, Guptill was forward to defend, inside edge brushes the pad and goes to Kohli at backward short leg.","","close-in","32. MJ Guptill c V Kohli b Ashwin
Test Match#: 7.0: v New Zealand at Hyderabad in 2012 (1st innings)","Ashwin","10.1"
"7.0","33.0","LRPL Taylor","caught","V Kohli","2","2","v New Zealand","Hyderabad","India","23 Aug 2012","Test # 2054","ashwin-wkt-33","Appeal for a catch at backward short leg! It's Kohli again. The ball turned and Taylor was trying to tuck it away to the leg side, there was certainly bat on it and all the Indians were confident it was taken cleanly, the umpires are checking, the third umpire has to study a few replays, not very straightforward I can assure you, and he has given it out. It took a few replays. It appeared as if Kohli had his fingers underneath it all along.","","close-in","33. LRPL Taylor c V Kohli b Ashwin
Test Match#: 7.0: v New Zealand at Hyderabad in 2012 (1st innings)","Ashwin","12.5"
"7.0","34.0","DR Flynn","lbw","","16","2","v New Zealand","Hyderabad","India","23 Aug 2012","Test # 2054","ashwin-wkt-34","NZ slip further against the spinners! Flynn was looking positive and had employed the sweep with some success against Ojah, he tried the same against Ashwin, tried to sweep him from the off stump from round the wicket, the umpire reckoned that hadn't spun enough and hence was hitting off stump, he was struck on the base of the pad.","","","34. DR Flynn lbw  Ashwin
Test Match#: 7.0: v New Zealand at Hyderabad in 2012 (1st innings)","Ashwin","18.1"
"7.0","35.0","JS Patel","caught","R Ashwin","10","2","v New Zealand","Hyderabad","India","23 Aug 2012","Test # 2054","ashwin-wkt-35","appeal for a caught and bowled! Patel's sticking around because it was a very low catch to his left on the dive, it was bowled a touch wide outside off and Patel reached out for an expansive off drive, ended up spooning it to Ashwin's left, he just managed to get his fingers underneath it, the umpires consulted and the third umpire looked at a few replays, clean catch in the end.","","return catch","35. JS Patel c R Ashwin b Ashwin
Test Match#: 7.0: v New Zealand at Hyderabad in 2012 (1st innings)","Ashwin","57.3"
"7.0","36.0","TA Boult","caught","G Gambhir","4","2","v New Zealand","Hyderabad","India","23 Aug 2012","Test # 2054","ashwin-wkt-36","Ashwin takes five! Bat-pad catch, tossed up on middle stump, Boult tries to work it away past the packed cordon on the on side, inside edge to the pads and Gambhir plucks it at forward short leg.","","close-in","36. TA Boult c G Gambhir b Ashwin
Test Match#: 7.0: v New Zealand at Hyderabad in 2012 (1st innings)","Ashwin","61.2"
"7.0","37.0","CS Martin","bowled","","0","2","v New Zealand","Hyderabad","India","23 Aug 2012","Test # 2054","ashwin-wkt-37","well that was quick, that's a six-for for Ashwin and at the stroke of lunch, bowls it a touch flatter on the off stump, Martin was prodding forward and never looked like getting his bat behind the line, spun back in and hits his stumps.","","","37. CS Martin b  Ashwin
Test Match#: 7.0: v New Zealand at Hyderabad in 2012 (1st innings)","Ashwin","61.3"
"7.0","38.0","LRPL Taylor","bowled","","7","3","v New Zealand","Hyderabad","India","23 Aug 2012","Test # 2054","ashwin-wkt-38","New Zealand in big trouble now, no DRS doubts over this one, Taylor makes a poor poor decision to leave a delivery from Ashwin, it spins in sharply and takes the top of the off stump, not a replay Taylor will want to see, Ashwin gave that one plenty of air, and got the ball to rip off the track.","","","38. LRPL Taylor b  Ashwin
Test Match#: 7.0: v New Zealand at Hyderabad in 2012 (2nd innings)","Ashwin","48.3"
"7.0","39.0","DR Flynn","lbw","","11","3","v New Zealand","Hyderabad","India","23 Aug 2012","Test # 2054","ashwin-wkt-39","Flynn goes for the sweep, Flynn gone lbw, no doubts about that one, flighted and that one sneaks under Flynn's bat, hit low on the pad in front of middle and off, Ashwin knew that was gone even as he started to appeal, the umpire agrees, India five wickets away now.","","","39. DR Flynn lbw  Ashwin
Test Match#: 7.0: v New Zealand at Hyderabad in 2012 (2nd innings)","Ashwin","67.2"
"7.0","40.0","JEC Franklin","caught","V Sehwag","5","3","v New Zealand","Hyderabad","India","23 Aug 2012","Test # 2054","ashwin-wkt-40","sensational catch from Sehwag, terrific delivery from Ashwin to start with, that spun away after drifting in, plenty of bounce as well, too good for Franklin, who nibbles it through, a faint edge past Dhoni, Sehwag launches himself to the right to pluck a low one-handed effort.","","","40. JEC Franklin c V Sehwag b Ashwin
Test Match#: 7.0: v New Zealand at Hyderabad in 2012 (2nd innings)","Ashwin","69.6"
"7.0","41.0","CFK van Wyk","lbw","","13","3","v New Zealand","Hyderabad","India","23 Aug 2012","Test # 2054","ashwin-wkt-41","ten in the game for Ashwin, he loves his home Tests, the carrom ball from Ashwin foxes van Wyk, who went for the reverse-sweep, a shot he used extensively against Narine in the Caribbean, he misses and is struck on the thigh pad, he's gone lbw.","","","41. CFK van Wyk lbw  Ashwin
Test Match#: 7.0: v New Zealand at Hyderabad in 2012 (2nd innings)","Ashwin","77.2"
"7.0","42.0","TA Boult","caught","V Sehwag","0","3","v New Zealand","Hyderabad","India","23 Aug 2012","Test # 2054","ashwin-wkt-42","Ashwin finding it all too easy here, Sehwag making slip catching looking easy here as well, he had a shocking time at slip in the recent Sri Lanka series, Ashwin sends in a topspinner, Boult plays down the wrong line, edges it through to slip, Sehwag has to bend low to his right to collect that, makes it seem casual. 138 for 3 to 164 for 9.","","slip-cordon","42. TA Boult c V Sehwag b Ashwin
Test Match#: 7.0: v New Zealand at Hyderabad in 2012 (2nd innings)","Ashwin","79.2"
"7.0","43.0","CS Martin","lbw","","0","3","v New Zealand","Hyderabad","India","23 Aug 2012","Test # 2054","ashwin-wkt-43","it's all over, Martin's legendary batting record continues, a pair for him, Ashwin gets his second six-for of the match, this one struck Martin low on the pads in front of the stumps, not too much doubt there, the carrom ball struck him on the back leg, in front of middle and off, a comprehensive win sealed for India.","","","43. CS Martin lbw  Ashwin
Test Match#: 7.0: v New Zealand at Hyderabad in 2012 (2nd innings)","Ashwin","79.5"
"8.0","44.0","DR Flynn","lbw","","33","1","v New Zealand","Bengaluru","India","31 Aug 2012","Test # 2055","ashwin-wkt-44","and he's fallen for the third time this series to the sweep, and to Ashwin, tossed up offbreak. Flynn wants to sweep, misses, the ball straightens on middle and off, and strikes him on the thigh pad, looked like hitting off, credit to Ashwin for flighting the ball.","","","44. DR Flynn lbw  Ashwin
Test Match#: 8.0: v New Zealand at Bengaluru in 2012 (1st innings)","Ashwin","42.2"
"8.0","45.0","KS Williamson","caught","V Sehwag","13","3","v New Zealand","Bengaluru","India","31 Aug 2012","Test # 2055","ashwin-wkt-45","Ashwin strikes in his first over, tossed up fullish, turns in a bit, KW pushes forward inside the line, and the edge travels to Sehwag at slip.","","slip-cordon","45. KS Williamson c V Sehwag b Ashwin
Test Match#: 8.0: v New Zealand at Bengaluru in 2012 (2nd innings)","Ashwin","17.6"
"8.0","46.0","DR Flynn","caught","V Sehwag","31","3","v New Zealand","Bengaluru","India","31 Aug 2012","Test # 2055","ashwin-wkt-46","that has been guided straight to Sehwag at first slip, Flynn on the front foot initially as Ashwin tosses it up just outside off, good length, straightens and bounces, he tries to steer it belatedly and finds Sehwag.","","slip-cordon","46. DR Flynn c V Sehwag b Ashwin
Test Match#: 8.0: v New Zealand at Bengaluru in 2012 (2nd innings)","Ashwin","40.5"
"8.0","47.0","CFK van Wyk","lbw","","31","3","v New Zealand","Bengaluru","India","31 Aug 2012","Test # 2055","ashwin-wkt-47","Ashwin has got him this time, bending and pushing half-forward, tossed up ball delivered from close to the stumps, sneaks in past bat and hits pad in front of middle and leg, gone.","","","47. CFK van Wyk lbw  Ashwin
Test Match#: 8.0: v New Zealand at Bengaluru in 2012 (2nd innings)","Ashwin","55.4"
"8.0","48.0","JEC Franklin","stumped","","41","3","v New Zealand","Bengaluru","India","31 Aug 2012","Test # 2055","ashwin-wkt-48","Ashwin gets another one, Franklin has charged out to a flighted ball, had a swing, been beaten by the sharp turn and bounce, and Dhoni has done the rest.","","","48. JEC Franklin stumped  Ashwin
Test Match#: 8.0: v New Zealand at Bengaluru in 2012 (2nd innings)","Ashwin","61.5"
"8.0","49.0","TG Southee","bowled","","2","3","v New Zealand","Bengaluru","India","31 Aug 2012","Test # 2055","ashwin-wkt-49","another Test five-for for Ashwin, flights it high and full, Southee goes for a big drive, the ball spins in and strikes the top of middle and leg.","","","49. TG Southee b  Ashwin
Test Match#: 8.0: v New Zealand at Bengaluru in 2012 (2nd innings)","Ashwin","65.6"
"9.0","50.0","NRD Compton","bowled","","9","2","v England","Ahmedabad","India","15 Nov 2012","Test # 2058","ashwin-wkt-50","gone! There's the first one. A lovely delivery, spins from outside off and turns through the gap between bat and pad into middle stump. Compton didn't quite cover for the spin, but it was a marvelous delivery. The first of many like that, you suspect.","Yes","","50. NRD Compton b  Ashwin
Test Match#: 9.0: v England at Ahmedabad in 2012 (1st innings)","Ashwin","13.3"
"9.0","51.0","IJL Trott","caught","CA Pujara","0","2","v England","Ahmedabad","India","15 Nov 2012","Test # 2058","ashwin-wkt-51","and another! Turning into a late-day procession here. Nicely flighted, turns just enough to take the inside edge into the pad and another catch to short leg.","","close-in","51. IJL Trott c CA Pujara b Ashwin
Test Match#: 9.0: v England at Ahmedabad in 2012 (1st innings)","Ashwin","15.3"
"9.0","52.0","AN Cook","caught","V Sehwag","41","2","v England","Ahmedabad","India","15 Nov 2012","Test # 2058","ashwin-wkt-52","Gone. Bring on the follow-on. Nicely bowled too. Tossed up on off, much slower than usual, makes his drive, and for a change Cook is not right to the pitch of the ball. The offbreak produces the edge, and Sehwag pouches a sharp low catch. Cook fought hard, concentrated intensely, but is gone now.","","","52. AN Cook c V Sehwag b Ashwin
Test Match#: 9.0: v England at Ahmedabad in 2012 (1st innings)","Ashwin","39.4"
"9.0","53.0","GP Swann","bowled","","17","3","v England","Ahmedabad","India","15 Nov 2012","Test # 2058","ashwin-wkt-53","one adventurous shot too many. Swann walks down the wicket, reverses his stance, and tries the switch hit. Ashwin keeps his head, fires it in full and straight, and the middle stump is flattened. England effectively 76 for 9.","","","53. GP Swann b  Ashwin
Test Match#: 9.0: v England at Ahmedabad in 2012 (2nd innings)","Ashwin","153.5"
"10.0","54.0","AN Cook","caught","MS Dhoni","122","2","v England","Wankhede","India","23 Nov 2012","Test # 2062","ashwin-wkt-54","really well bowled. One of the rare Ashwin overs with no short balls, and he has got the wicket. Flighted, just short of a driving length, Cook defends without reaching its pitch, and the ball turns away to take a thin edge, Punched by Dhoni. A relieved smile on Ashwin's face. His second wicket in his last 85.2 overs. Good to see Kohli pat Cook on his back as he walks back.","","Keeper","54. AN Cook c MS Dhoni b Ashwin
Test Match#: 10.0: v England at Wankhede in 2012 (1st innings)","Ashwin","86.6"
"10.0","55.0","MS Panesar","caught","Z Khan","4","2","v England","Wankhede","India","23 Nov 2012","Test # 2062","ashwin-wkt-55","oh dear Monty! Goes for the sweep again, he connected well but Dhoni had just moved a man to deep midwicket. Did Paneasr see him? Anyway, it was a simple catch..","","Outfield","55. MS Panesar c Z Khan b Ashwin
Test Match#: 10.0: v England at Wankhede in 2012 (1st innings)","Ashwin","85.2"
"11.0","56.0","KP Pietersen","lbw","","54","2","v England","Eden Gardens","India","5 Dec 2012","Test # 2065","ashwin-wkt-56","goes again, this is straighter, misses and given out lbw. Looked pretty straight and Ashwin finally strikes. Sweeping those straight balls, you have to hit them and Pietersen simply didn't, was caught in line with middle stump and that almost certainly wasn't doing too much to go down leg.","","","56. KP Pietersen lbw  Ashwin
Test Match#: 11.0: v England at Eden Gardens in 2012 (1st innings)","Ashwin","143.2"
"11.0","57.0","JM Anderson","caught","V Sehwag","9","2","v England","Eden Gardens","India","5 Dec 2012","Test # 2065","ashwin-wkt-57","turn, bounce, and a very good low catch by Sehwag. Short of a driving length, Anderson doesn't come forward, the ball turns appreciably, hits the edge, and Sehwag takes a low catch to his right. All bowlers have takes a wicket off their second ball of the day today.","","","57. JM Anderson c V Sehwag b Ashwin
Test Match#: 11.0: v England at Eden Gardens in 2012 (1st innings)","Ashwin","167.2"
"11.0","58.0","MS Panesar","lbw","","0","2","v England","Eden Gardens","India","5 Dec 2012","Test # 2065","ashwin-wkt-58","Ashwin will be on a hat-trick if England are required to bat again. Panesar has been suitably angered before he comes to bowl. He has been given out lbw off a thick inside edge. Full ball, middle and off, hits the edge, then the pad, but Dharmasena raises his finger.","","","58. MS Panesar lbw  Ashwin
Test Match#: 11.0: v England at Eden Gardens in 2012 (1st innings)","Ashwin","167.3"
