TestMatchNumber,Wicket,Batter,dismissalMode,Fielder,Runs,innings,opponent,venue,country,matchDate,match,video,description,Milestone,fieldingPosition,wktDetails,player,overs
4,16,Soumya Sarkar,caught,PSP Handscomb,8,1,v Bangladesh,Mirpur,Bangladesh,27 Aug 2017,Test # 2272,cummins-wkt-16,"this time the edge has been pouched at gully by Handscomb. Nips away off the seam from length on middle, Sarkar is squared up as this one flies to the cordon. Regulation catch. Sarkar can shadow his shot for as long as he wants inside the dressing room. Cummins' pace has done the trick early for Australia..",,close-in,"16. Soumya Sarkar c PSP Handscomb b Cummins
Test Match#: 4.0: v Bangladesh at Mirpur in 2017 (1st innings)",Cummins,1.5
4,17,Imrul Kayes,caught,MS Wade,0,1,v Bangladesh,Mirpur,Bangladesh,27 Aug 2017,Test # 2272,cummins-wkt-17,"that's a shocker of a stroke. Looking to punch on the up, no feet movement whatsoever as he threw his bat out to play away from the body. This one took the bottom edge as the keeper dived forward to complete a good catch. Bangladesh in trouble already..",,Keeper,"17. Imrul Kayes c MS Wade b Cummins
Test Match#: 4.0: v Bangladesh at Mirpur in 2017 (1st innings)",Cummins,3.5
4,18,Sabbir Rahman,caught,MS Wade,0,1,v Bangladesh,Mirpur,Bangladesh,27 Aug 2017,Test # 2272,cummins-wkt-18,"the bat hit the ground, but at the same time, it took a big edge on the way through to the wicketkeeper, so Aleem Dar's decision will stay. Sabbir may have only reviewed out of confusion. This was a full delivery that swung away late, Sabbir played with minimal feet movement and got a big edge through to Wade. Cummins and Australia on fire.",,Keeper,"18. Sabbir Rahman c MS Wade b Cummins
Test Match#: 4.0: v Bangladesh at Mirpur in 2017 (1st innings)",Cummins,3.6
4,19,Tamim Iqbal,caught,MS Wade,78,3,v Bangladesh,Mirpur,Bangladesh,27 Aug 2017,Test # 2272,cummins-wkt-19,"bursts off the deck and takes off to Mars. Flies into the gloves of the keeper. Caught behind? there is a deflection. Not given out by the on-field umpire. Smith challenges the decision. Tamim jabs at the ball outside off before belatedly dropping his hands and swaying his upper body away. Ultra Edge detects a spike. Umpire Dar reverses his decision and sends Tamim on his way. What a prancing delivery! Good overhead catch from Wade - he just rose with the ball, which had brushed the glove of Tamim. This pitch is throwing up all sorts of tricks. Watch out, Australia batsmen. Another one gone wrong for Dar.",,Keeper,"19. Tamim Iqbal c MS Wade b Cummins
Test Match#: 4.0: v Bangladesh at Mirpur in 2017 (2nd innings)",Cummins,52.1
5,20,Soumya Sarkar,caught,MT Renshaw,9,3,v Bangladesh,Chattogram,Bangladesh,4 Sep 2017,Test # 2273,cummins-wkt-20,"taken at first slip. Impressive Test bowling. He's pinned Sarkar on the back foot. Goes slightly fuller with his length this time and gets it to move slightly away from the off stump. Sarkar plays for the angle, without any feet. it's a hanging bat, and it's an invitation to take the outside edge. Cummins finds it.",,slip-cordon,"20. Soumya Sarkar c MT Renshaw b Cummins
Test Match#: 5.0: v Bangladesh at Chattogram in 2017 (2nd innings)",Cummins,4.5
5,21,Mushfiqur Rahim,caught,MS Wade,31,3,v Bangladesh,Chattogram,Bangladesh,4 Sep 2017,Test # 2273,cummins-wkt-21,"caught behind! Pace has done it. Back of a length, straight through outside off. Fends away from the body and it's a healthy edge, no doubt at all.",,Keeper,"21. Mushfiqur Rahim c MS Wade b Cummins
Test Match#: 5.0: v Bangladesh at Chattogram in 2017 (2nd innings)",Cummins,52.3
6,22,MD Stoneman,bowled,,53,1,v England,Brisbane,Australia,23 Nov 2017,Test # 2282,cummins-wkt-22,"through him! Cummins makes the breakthrough moments before tea. A top delivery. Round the wicket, just back of a length, zips past Stoneman's inside edge into middle stump. A gem of a ball to end a very fine innings. Was that reverse swing?.",,,"22. MD Stoneman b  Cummins
Test Match#: 6.0: v England at Brisbane in 2017 (1st innings)",Cummins,54.2
6,23,JE Root,lbw,,15,1,v England,Brisbane,Australia,23 Nov 2017,Test # 2282,cummins-wkt-23,"massive moment! Huge appeal for lbw, given not out by Erasmus, and Smith has called the review. Root falling across a full delivery, trying to play it too square, the bat got caught behind his pad. This looks very good. Smashing middle!.",,,"23. JE Root lbw  Cummins
Test Match#: 6.0: v England at Brisbane in 2017 (1st innings)",Cummins,70.4
6,24,JM Bairstow,caught,TD Paine,9,1,v England,Brisbane,Australia,23 Nov 2017,Test # 2282,cummins-wkt-24,"reward for Cummins! Tries to take him on, goes for the pull against a short delivery, gets a top edge which flies straight up in the air just behind square and Paine trots around for a simple catch.",,Keeper,"24. JM Bairstow c TD Paine b Cummins
Test Match#: 6.0: v England at Brisbane in 2017 (1st innings)",Cummins,110.3
6,25,JT Ball,caught,PSP Handscomb,1,3,v England,Brisbane,Australia,23 Nov 2017,Test # 2282,cummins-wkt-25,"and that's that! A vicious short ball to end things. Ball can't get out of the line, fends it high in the air off the face of the bat and it loops all the way to fly slip.",Yes,slip-cordon,"25. JT Ball c PSP Handscomb b Cummins
Test Match#: 6.0: v England at Brisbane in 2017 (2nd innings)",Cummins,71.4
7,26,JE Root,caught,CT Bancroft,9,2,v England,Adelaide,Australia,2 Dec 2017,Test # 2285,cummins-wkt-26,"full in the channel, Root goes hard... and slices to third slip! What a moment, England's captain gone! Cummins is stoked, Australia are in their element, a second wicket of the morning and it might be the nail in England's chances. Short and then full and Root wasn't in synch, thick-edging an ambitious drive.",,slip-cordon,"26. JE Root c CT Bancroft b Cummins
Test Match#: 7.0: v England at Adelaide in 2017 (1st innings)",Cummins,15.3
7,27,DJ Malan,caught,TD Paine,19,2,v England,Adelaide,Australia,2 Dec 2017,Test # 2285,cummins-wkt-27,"another bouncing bomb outside off stump, it jags back viciously from just back of a length, flicks the inside edge and sails through to Paine behind the stumps! Malan has to go this time, and England's Ashes are in a smouldering heap!.",,Keeper,"27. DJ Malan c TD Paine b Cummins
Test Match#: 7.0: v England at Adelaide in 2017 (1st innings)",Cummins,37.1
7,28,DJ Malan,bowled,,29,4,v England,Adelaide,Australia,2 Dec 2017,Test # 2285,cummins-wkt-28,"round the wicket, and bowled! Tremendous from Cummins, holds its line to ping back the top of off, straight through Malan's defences, and look at the reaction! Australia are utterly pumped, they've prised an opening, any opening, and now there's a tough 20 minutes for a new batsman..",,,"28. DJ Malan b  Cummins
Test Match#: 7.0: v England at Adelaide in 2017 (2nd innings)",Cummins,59.5
8,29,JE Root,caught,TD Paine,20,1,v England,Perth,Australia,14 Dec 2017,Test # 2288,cummins-wkt-29,"gottim, tickled down the leg side! Root fails to calm the roiling waters as Cummins gets him again, 146kph and it just flicks the gloves on its way through as he looked to turn off his hip! What a way to go, a huge breakthrough for Australia.",,Keeper,"29. JE Root c TD Paine b Cummins
Test Match#: 8.0: v England at Perth in 2017 (1st innings)",Cummins,32.4
8,30,MM Ali,caught,SPD Smith,0,1,v England,Perth,Australia,14 Dec 2017,Test # 2288,cummins-wkt-30,"Just like that Australia have plucked out two wickets in four balls! Cummins runs in hard, hits the pitch harder, and bounces out Moeen. This one bursts from a back of a length outside off, Moeen stays leg side of the ball and has a flirt at it. He winds up gloving it behind to Smith at wide-ish second slip.",,slip-cordon,"30. MM Ali c SPD Smith b Cummins
Test Match#: 8.0: v England at Perth in 2017 (1st innings)",Cummins,107.2
8,31,SCJ Broad,caught,TD Paine,0,3,v England,Perth,Australia,14 Dec 2017,Test # 2288,cummins-wkt-31,"banged in short and Broad throws up the hands, gloved through to the keeper! Make that one wicket away! That's another good bouncer, Broad pretty much raises the white flag, there was a noise as it touched the glove and Cummins gets in amongst 'em. The Ashes are almost in Australian hands once again....",,Keeper,"31. SCJ Broad c TD Paine b Cummins
Test Match#: 8.0: v England at Perth in 2017 (2nd innings)",Cummins,68.2
8,32,CR Woakes,caught,TD Paine,22,3,v England,Perth,Australia,14 Dec 2017,Test # 2288,cummins-wkt-32,"short ball, Woakes tries to ramp, but can only feather through to the keeper! Job done, England have been rumbled and Australia have reclaimed the Ashes! They're into a huddle, jumping up and down as the WACA screen broadcasts the news, for the last time in contests such as these, that Australia have won and recaptured the urn!.",,Keeper,"32. CR Woakes c TD Paine b Cummins
Test Match#: 8.0: v England at Perth in 2017 (2nd innings)",Cummins,72.5
9,33,JE Root,caught,NM Lyon,61,2,v England,Melbourne,Australia,26 Dec 2017,Test # 2289,cummins-wkt-33,"the breakthrough! That's a shocker from Root. Dropped in short, Root goes for the pull and just offers a top edge to deep square leg who is about two-thirds of the way to the boundary.",,Outfield,"33. JE Root c NM Lyon b Cummins
Test Match#: 9.0: v England at Melbourne in 2017 (1st innings)",Cummins,68.5
9,34,CR Woakes,caught,TD Paine,26,2,v England,Melbourne,Australia,26 Dec 2017,Test # 2289,cummins-wkt-34,"and the short ball has done the trick! That's a bit of a waste from Woakes. Short on leg stump, he's almost through his pull too early and it glances off the glove to the keeper. Reward for Cummins' hard work.",,Keeper,"34. CR Woakes c TD Paine b Cummins
Test Match#: 9.0: v England at Melbourne in 2017 (1st innings)",Cummins,114.5
9,35,SCJ Broad,caught,UT Khawaja,56,2,v England,Melbourne,Australia,26 Dec 2017,Test # 2289,cummins-wkt-35,"slashed high and hard into the deep ... Khawaja hurtles round to scoop a tremendous take, low to the ground. The umpires are conferring to make sure it carried... but the soft signal is out, so let's see ... nope, that has burst through his hands on impact, so Broad will bat on! Or will he? They are taking an age to overturn it, and the upshot is that the TV replay is inconclusive! That's a very controversial finish, reminiscent of a Steve Waugh catch off Lara in the Caribbean some years ago - 1998-99, I believe.",,,"35. SCJ Broad c UT Khawaja b Cummins
Test Match#: 9.0: v England at Melbourne in 2017 (1st innings)",Cummins,137.5
9,36,JM Anderson,caught,CT Bancroft,0,2,v England,Melbourne,Australia,26 Dec 2017,Test # 2289,cummins-wkt-36,"well, it's taken just one ball! Round the wicket, short of a length at the body, and Anderson just turn it into the hands of Bancroft at short leg. Perfect for Australia.",,close-in,"36. JM Anderson c CT Bancroft b Cummins
Test Match#: 9.0: v England at Melbourne in 2017 (1st innings)",Cummins,144.1
10,37,MD Stoneman,caught,TD Paine,24,1,v England,Sydney,Australia,4 Jan 2018,Test # 2291,cummins-wkt-37,"that's the breakthough! The shorter delivery does the trick. Back of a length outside off, lifts on Stoneman and it takes the edge quite high up the bat. Didn't see much of that in Melbourne. Well bowled by Cummins, but a little half-hearted from Stoneman. Could he left it on length?.",,Keeper,"37. MD Stoneman c TD Paine b Cummins
Test Match#: 10.0: v England at Sydney in 2018 (1st innings)",Cummins,9.5
10,38,JM Vince,caught,TD Paine,25,1,v England,Sydney,Australia,4 Jan 2018,Test # 2291,cummins-wkt-38,"oh dear, oh dear! That's a shocker from Vince. Short and wide, Vince goes for the square cut and gets a top edge to Tim Paine. Was it there to hit? Probably. But he keeps nicking them when set..",,Keeper,"38. JM Vince c TD Paine b Cummins
Test Match#: 10.0: v England at Sydney in 2018 (1st innings)",Cummins,28.5
10,39,MM Ali,caught,TD Paine,30,1,v England,Sydney,Australia,4 Jan 2018,Test # 2291,cummins-wkt-39,"snorting short ball, Moeen gloves to the keeper! He rarely looked comfortable out there and now he walks, the Australia fielders knew he'd got something on it, third wicket for Cummins... Was just the right height to get Moeen fending at it in self-preservation and there was a flick of glove as it steamed through.",,Keeper,"39. MM Ali c TD Paine b Cummins
Test Match#: 10.0: v England at Sydney in 2018 (1st innings)",Cummins,102.4
10,40,TK Curran,caught,CT Bancroft,39,1,v England,Sydney,Australia,4 Jan 2018,Test # 2291,cummins-wkt-40,"hammered in at the body, 88mph and Curran steers it straight into the hands of short leg! Simple enough, when it works... Bancroft gratefully accepts a dolly of a catch and Curran walks off shaking his head after a spirited innings.",,close-in,"40. TK Curran c CT Bancroft b Cummins
Test Match#: 10.0: v England at Sydney in 2018 (1st innings)",Cummins,108.4
10,41,JM Vince,caught,SPD Smith,18,3,v England,Sydney,Australia,4 Jan 2018,Test # 2291,cummins-wkt-41,"gottim - edged to slip! No doubt about this one carrying, it flew off the bat, Smith had to juggle it but held the catch safely at the second attempt! Vince heads off into the sunset, a cowboy with the perfect lasso technique who sadly can't ride a horse... This was a decent ball, coming back in at him, but the hands were hard and the outside edge of doom did for him again.",,slip-cordon,"41. JM Vince c SPD Smith b Cummins
Test Match#: 10.0: v England at Sydney in 2018 (2nd innings)",Cummins,20.6
10,42,JM Bairstow,lbw,,38,3,v England,Sydney,Australia,4 Jan 2018,Test # 2291,cummins-wkt-42,"fullish and stays low, arrowing into the pads, trapped in front of the stumps - and up goes the finger! Bairstow's dogged resistance is over, he asks Curran about the review but then decides it's not worth the bother, the ball was heading towards leg stump but it looked a good appeal. England six down, the white flag being slowly unfolded.",,,"42. JM Bairstow lbw  Cummins
Test Match#: 10.0: v England at Sydney in 2018 (2nd innings)",Cummins,77.4
10,43,SCJ Broad,caught,TD Paine,4,3,v England,Sydney,Australia,4 Jan 2018,Test # 2291,cummins-wkt-43,"hurls down the bumper, Broad fends it in the air... and Paine completes the dismissal with a catch above his head! Superb bouncer to a man as vulnerable as Broad, all he could do was throw the hands up, like a boxer being pounded on the ropes, it lobbed up off the glove, and goodnight.",,Keeper,"43. SCJ Broad c TD Paine b Cummins
Test Match#: 10.0: v England at Sydney in 2018 (2nd innings)",Cummins,77.6
10,44,MS Crane,caught,TD Paine,2,3,v England,Sydney,Australia,4 Jan 2018,Test # 2291,cummins-wkt-44,"dug in, screaming bouncer, Crane leaps and fends at it... another one goes! Crane walks up and chats with Curran, decides to review, hoping perhaps that it hit him on the shoulder (which you'd think he would know all about) rather than the glove; but the replays quickly show that it looped off the thumb, straightforward even before they go to Hot Spot and Australia are almost there.",,Keeper,"44. MS Crane c TD Paine b Cummins
Test Match#: 10.0: v England at Sydney in 2018 (2nd innings)",Cummins,81.1
11,45,AK Markram,caught,CT Bancroft,32,2,v South Africa,Durban,South Africa,1 Mar 2018,Test # 2297,cummins-wkt-45,"fended to short leg - Cummins strikes! Easy as you like, banged in at the body and Markram simply pops another catch to Bancroft. A lapse in concentration from Markram? He seemed to be playing the short stuff okay until then... And that will be tea, with another wicket falling on the brink of an interval.",,close-in,"45. AK Markram c CT Bancroft b Cummins
Test Match#: 11.0: v South Africa at Durban in 2018 (1st innings)",Cummins,18.5
11,46,F du Plessis,bowled,,4,4,v South Africa,Durban,South Africa,1 Mar 2018,Test # 2297,cummins-wkt-46,"off stump out of the ground! Cummins you relentless beauty! Du Plessis is run through, he left a bit of a gap and Cummins sought it out like bloodhound picking up a scent, perfect length to hit the top of off and send it cartwheeling several feet back. What a sight that is, Australia are running rampant.",,,"46. F du Plessis b  Cummins
Test Match#: 11.0: v South Africa at Durban in 2018 (2nd innings)",Cummins,16.3
12,47,AK Markram,lbw,,11,2,v South Africa,Gqeberha,South Africa,9 Mar 2018,Test # 2298,cummins-wkt-47,"plumb! Markram's got one angled into him, and he's late on it. Stuck in the crease, falling over into the off side and struck on the knee roll. Not even a thought of reviewing that..",,,"47. AK Markram lbw  Cummins
Test Match#: 12.0: v South Africa at Gqeberha in 2018 (1st innings)",Cummins,7.4
12,48,K Rabada,bowled,,29,2,v South Africa,Gqeberha,South Africa,9 Mar 2018,Test # 2298,cummins-wkt-48,"chopped on! Cummins strikes. Back of a length outside off, his feet don't move. Rabada plays from the crease, the bat well away from the pad. He looks to defend, but the ball takes the inside edge, into the pad and then hits off stump. His head goes back in disappointment, but that's a nice contribution with the bat.",,,"48. K Rabada b  Cummins
Test Match#: 12.0: v South Africa at Gqeberha in 2018 (1st innings)",Cummins,20.2
12,49,VD Philander,caught,CT Bancroft,36,2,v South Africa,Gqeberha,South Africa,9 Mar 2018,Test # 2298,cummins-wkt-49,"this time, Bancroft makes no mistake at short leg. Cummins hits the deck hard, gets good bounce. Philander plays in front of the body as he's caught on the crease, came off the splice again but lobbed at a comfortable height. Right at the stroke of the drinks interval .",,close-in,"49. VD Philander c CT Bancroft b Cummins
Test Match#: 12.0: v South Africa at Gqeberha in 2018 (1st innings)",Cummins,108.3
12,50,HM Amla,caught,TD Paine,27,4,v South Africa,Gqeberha,South Africa,9 Mar 2018,Test # 2298,cummins-wkt-50,"edged and gone! Amla nicks off. It's full, swinging away. SA are in touching distance so he goes through with a waft, unlike Amla. Is not in control of the drive, the ball takes the outside edge to T-Paine..",Yes,Keeper,"50. HM Amla c TD Paine b Cummins
Test Match#: 12.0: v South Africa at Gqeberha in 2018 (2nd innings)",Cummins,18.4
13,51,AB de Villiers,caught,DA Warner,64,1,v South Africa,Cape Town,South Africa,22 Mar 2018,Test # 2300,cummins-wkt-51,"in the air and gone! Newlands is stunned into semi-silence... a full length, AB strides onto the front foot and rather yorks what should have been a half-volley, getting through the shot too soon and rifling a simple chance to Warner at mid-off. What a let-down for the crowd, what a let-off for Australia!.",,InField,"51. AB de Villiers c DA Warner b Cummins
Test Match#: 13.0: v South Africa at Cape Town in 2018 (1st innings)",Cummins,62.5
13,52,F du Plessis,caught,SPD Smith,5,1,v South Africa,Cape Town,South Africa,22 Mar 2018,Test # 2300,cummins-wkt-52,"edged and Faf falls! Another fine delivery from Cummins, nipping away late and du Plessis' bat was just in the wrong place at the wrong time, drawn into a stroke then unable to resist when the ball was no longer where he had lined it up. A sharp high take at third slip, and suddenly Australia are back in the contest.",,slip-cordon,"52. F du Plessis c SPD Smith b Cummins
Test Match#: 13.0: v South Africa at Cape Town in 2018 (1st innings)",Cummins,66.6
13,53,T Bavuma,caught,SPD Smith,1,1,v South Africa,Cape Town,South Africa,22 Mar 2018,Test # 2300,cummins-wkt-53,"brilliant from Cummins! Pushes Bavuma back into his crease, finds some extra nip on a good length, and a squared-up batsman sends a simple edge into Smith's bread-basket at second slip!.",,slip-cordon,"53. T Bavuma c SPD Smith b Cummins
Test Match#: 13.0: v South Africa at Cape Town in 2018 (1st innings)",Cummins,70.3
13,54,Q de Kock,caught,TD Paine,3,1,v South Africa,Cape Town,South Africa,22 Mar 2018,Test # 2300,cummins-wkt-54,"short ball, de Kock swishes at a pull - but only manages a thin nick to the keeper! Another old-ball breakthrough for Australia, another to Pat Cummins, whose four-wicket salvo has left SA thoroughly winded here! De Kock was tempted by the gap at square leg but was perhaps done for pace, tickled an under edge through to Paine.",,Keeper,"54. Q de Kock c TD Paine b Cummins
Test Match#: 13.0: v South Africa at Cape Town in 2018 (1st innings)",Cummins,74.6
13,55,D Elgar,caught,SPD Smith,14,3,v South Africa,Cape Town,South Africa,22 Mar 2018,Test # 2300,cummins-wkt-55,"pitched up, gets him driving... and gets him taken at slip! Uncharacteristically loose from Elgar and SA's first-innings linchpin departs; there were signs that he wanted to drive at Cummins in his first over, he picked up a boundary but this time it costs him. Sixth catch in the match for Smith.",,slip-cordon,"55. D Elgar c SPD Smith b Cummins
Test Match#: 13.0: v South Africa at Cape Town in 2018 (2nd innings)",Cummins,9.1
13,56,HM Amla,caught,CT Bancroft,31,3,v South Africa,Cape Town,South Africa,22 Mar 2018,Test # 2300,cummins-wkt-56,"oh, he's given it away, chipped straight to cover! Amla goes when set again, perhaps signs that the old master is on the wane... It was pitched up, inviting the drive, but the Mighty Hash used to leave those all day, until they were just right. Instead, he's made a mighty hash of that, and given Australia an opening.",,,"56. HM Amla c CT Bancroft b Cummins
Test Match#: 13.0: v South Africa at Cape Town in 2018 (2nd innings)",Cummins,33.5
13,57,Q de Kock,caught,TD Paine,65,3,v South Africa,Cape Town,South Africa,22 Mar 2018,Test # 2300,cummins-wkt-57,"round the wicket, advancing down the pitch, tries to drive, and edges through to the keeper! De Kock cramped himself for room in the end there, but he's played a fine hand, and put South Africa in a very dominant position.",,Keeper,"57. Q de Kock c TD Paine b Cummins
Test Match#: 13.0: v South Africa at Cape Town in 2018 (2nd innings)",Cummins,94.1
