TestMatchNumber,Wicket,Batter,dismissalMode,Fielder,Runs,innings,opponent,venue,country,matchDate,match,video,description,Milestone,fieldingPosition,wktDetails,player,overs
10,17,AJ Finch,caught,KM Jadhav,124,1,v Australia,Indore,India,24 Sep 2017,ODI # 3914,kuldeep-wkt-17,"taken at deep midwicket. Finch's belligerence ends. It's full and Finch sees an opportunity to hit it over midwicket, but Finch can't get underneath the length, which means his heave goes straight and flat to Jadhav at deep midwicket, who takes it awkwardly. A white towel falls off, and Finch thinks it's the ball. But has to walk off. Fine innings from Finch, has put Australia in command.",,Outfield,"17. AJ Finch c KM Jadhav b Kuldeep
Test Match#: 10.0: v Australia at Indore in 2017 (1st innings)",Kuldeep,37.5
10,18,SPD Smith,caught,JJ Bumrah,63,1,v Australia,Indore,India,24 Sep 2017,ODI # 3914,kuldeep-wkt-18,"easily taken at long-off. It's the googly outside off, Smith wanted to get closer to the ball and hit it straighter but the ball skews off the outside half and lobs to Bumrah at long-off. Looking into the sun is Bumrah, but he has his sunglasses on. Kuldeep has been a touch expensive, but has got two big wickets when they're trying to go after him..",,Outfield,"18. SPD Smith c JJ Bumrah b Kuldeep
Test Match#: 10.0: v Australia at Indore in 2017 (1st innings)",Kuldeep,41.6
12,19,KS Williamson,caught,KM Jadhav,6,2,v New Zealand,Wankhede,India,22 Oct 2017,ODI # 3928,kuldeep-wkt-19,"keeps getting those big wickets! And it looks like India's plans against Williamson have worked - toss it up wide, make him play away from the body, and Williamson obliges by bopping the ball tamely to extra cover. Jadhav takes it without any trouble this time..",,InField,"19. KS Williamson c KM Jadhav b Kuldeep
Test Match#: 12.0: v New Zealand at Wankhede in 2017 (1st innings)",Kuldeep,12.3
14,20,WU Tharanga,stumped,,95,1,v Sri Lanka,Visakhapatnam,India,17 Dec 2017,ODI # 3942,kuldeep-wkt-20,"and he produces a stumping appeal. Kuldeep tosses it up on and around off stump. The ball breaks away from Tharanga's bat as he is lured into driving away from the body. And this is going to be so tight. The leggie has done its job superbly, dragging Tharanga forward just enough that his back foot might just be on the line as Dhoni breaks the stumps. And the third umpire rules it out. What a ball! What a strike! And what an innings! Tharanga has been floating on clouds today and it needed a jaffa to make him trip up..",,,"20. WU Tharanga stumped  Kuldeep
Test Match#: 14.0: v Sri Lanka at Visakhapatnam in 2017 (1st innings)",Kuldeep,27.1
14,21,N Dickwella,caught,SS Iyer,8,1,v Sri Lanka,Visakhapatnam,India,17 Dec 2017,ODI # 3942,kuldeep-wkt-21,"he's guided it straight to slip! Kuldeep is on song, but he really has been gifted this one. It's the quicker delivery, perhaps as a response to the boundaries, and it's just a touch short as well. Dickwella goes for that little late cut, but this time he's surprised by a little bit more turn than he bargained for. Searches for the ball and much to his dismay, finds it.",,slip-cordon,"21. N Dickwella c SS Iyer b Kuldeep
Test Match#: 14.0: v Sri Lanka at Visakhapatnam in 2017 (1st innings)",Kuldeep,27.5
14,22,A Dananjaya,bowled,,1,1,v Sri Lanka,Visakhapatnam,India,17 Dec 2017,ODI # 3942,kuldeep-wkt-22,"bowled 'im, and Sri Lanka are now tottering. Tries the paddle sweep again but misses it. Full on off, too full, he misses that paddle and the ball hits off stump. Not the worst shot, but undone by the length..",,,"22. A Dananjaya b  Kuldeep
Test Match#: 14.0: v Sri Lanka at Visakhapatnam in 2017 (1st innings)",Kuldeep,39.5
15,23,JP Duminy,bowled,,12,1,v South Africa,Durban,South Africa,1 Feb 2018,ODI # 3969,kuldeep-wkt-23,"doesn't pick the googly and that makes it all the more special for Kuldeep. He pitches the ball a shade short, on and around off stump - step one of the plan. Step two depends on the batsman. If he spots the variation, he would play with a straight bat. Duminy doesn't. He thinks he can cut it away for runs. And the moment, he gets in position for that, he's in danger. Making things worse for him is that the ball skids through fairly low and knocks middle back middle stump.",,,"23. JP Duminy b  Kuldeep
Test Match#: 15.0: v South Africa at Durban in 2018 (1st innings)",Kuldeep,25.5
15,24,DA Miller,caught,V Kohli,7,1,v South Africa,Durban,South Africa,1 Feb 2018,ODI # 3969,kuldeep-wkt-24,"Kohli claims the catch and now it's over to the umpires. Ian Gould's soft signal is out. Lets see. Replays show conclusively that he's right. Good effort from the Indian captain, diving forward and scooping the ball up just as it dies on him. But the better one was from Kuldeep, in the way he drew Miller forward, forcing him to play away from the body. Beautiful work from the wristspinner, bowling slow and backing himself to beat his opponents in the air.",,,"24. DA Miller c V Kohli b Kuldeep
Test Match#: 15.0: v South Africa at Durban in 2018 (1st innings)",Kuldeep,27.5
15,25,CH Morris,bowled,,37,1,v South Africa,Durban,South Africa,1 Feb 2018,ODI # 3969,kuldeep-wkt-25,"oh he should be fined half his IPL contract for that shot. Morris has looked completely assured, but he's completely missed this. It's a full toss on off stump, prime for a flogging anywhere in front of the stumps. But he's made a decision early to sweep. He's also through the shot much before the ball arrives. It all looks very ugly in the end, as the ball lands on the crease, spins in and tonks off stump. That looked a bit like someone was learning video game controls.",Yes,,"25. CH Morris b  Kuldeep
Test Match#: 15.0: v South Africa at Durban in 2018 (1st innings)",Kuldeep,40.4
16,26,AK Markram,caught,B Kumar,8,1,v South Africa,Centurion,,4 Feb 2018,ODI # 3970,kuldeep-wkt-26,caught off a short ball again! South Africa would have known wristspin would be a menace on this slow pitch. But never would they have imaged two batsmen slogging a half-trackier straight to deep midwicket..,,Outfield,"26. AK Markram c B Kumar b Kuldeep
Test Match#: 16.0: v South Africa at Centurion in 2018 (1st innings)",Kuldeep,13.1
16,27,DA Miller,caught,AM Rahane,0,1,v South Africa,Centurion,,4 Feb 2018,ODI # 3970,kuldeep-wkt-27,"another one falls, at least this is to a good ball! It's tossed up. Goes above the eyeline, drawing Miller forward with the drive. That's when the ball dips, turns, hitchhikes off the outside edge straight to Rahane at slip..",,slip-cordon,"27. DA Miller c AM Rahane b Kuldeep
Test Match#: 16.0: v South Africa at Centurion in 2018 (1st innings)",Kuldeep,13.5
16,28,K Rabada,lbw,,1,1,v South Africa,Centurion,,4 Feb 2018,ODI # 3970,kuldeep-wkt-28,"doesn't pick the wrong 'un and with him camped so deep in his crease, the decision is straight forward. Kuldeep does splendidly to land a good length ball outside off - it comes out all slow and unthreatening, but the moment it grips into the pitch, it tears into the left-hander..",,,"28. K Rabada lbw  Kuldeep
Test Match#: 16.0: v South Africa at Centurion in 2018 (1st innings)",Kuldeep,29.3
17,29,AK Markram,stumped,,32,2,v South Africa,Cape Town,South Africa,7 Feb 2018,ODI # 3971,kuldeep-wkt-29,"beaten in flight, beaten by turn, Dhoni completes the job. Doesn't manage to get to the pitch, which has been a feature of his batting against spin today. Looks to force it into the leg side as the ball continues to drift away. Dhoni does it as easy as he always does and walks towards the bowler in the same motion.",,,"29. AK Markram stumped  Kuldeep
Test Match#: 17.0: v South Africa at Cape Town in 2018 (1st innings)",Kuldeep,16.2
17,30,CH Morris,lbw,,14,2,v South Africa,Cape Town,South Africa,7 Feb 2018,ODI # 3971,kuldeep-wkt-30,"dead in front. Morris done in by natural variation. It keeps low as he goes on the back foot. In the end, he has to get down on his knees and swipe across the line to try and make a sweep out of it. It skids under the blade and hits him on the back thigh, right in front of the stumps. No doubt there, it was pitching in line. India brought back a wristpinner to get Morris, they've got him first ball.",,,"30. CH Morris lbw  Kuldeep
Test Match#: 17.0: v South Africa at Cape Town in 2018 (1st innings)",Kuldeep,35.2
17,31,AL Phehlukwayo,caught,V Kohli,3,2,v South Africa,Cape Town,South Africa,7 Feb 2018,ODI # 3971,kuldeep-wkt-31,his response is to go the other way and cover those two stumps this time. Kuldeep floats it outside off and wide from him. The loop beats him as he goes across the line and another top edge is taken easily at extra cover.,,InField,"31. AL Phehlukwayo c V Kohli b Kuldeep
Test Match#: 17.0: v South Africa at Cape Town in 2018 (1st innings)",Kuldeep,37.3
17,32,L Ngidi,lbw,,6,2,v South Africa,Cape Town,South Africa,7 Feb 2018,ODI # 3971,kuldeep-wkt-32,and that's what he does. Wrong'un straightens from middle stump at a good length. Ngidi looks for the slog again and he's struck in front of off stump.,,,"32. L Ngidi lbw  Kuldeep
Test Match#: 17.0: v South Africa at Cape Town in 2018 (1st innings)",Kuldeep,39.6
18,33,JP Duminy,lbw,,10,2,v South Africa,Johannesburg,South Africa,10 Feb 2018,ODI # 3973,kuldeep-wkt-33,"hits him on the half-volley as he charges out of his crease and it's given lbw! Duminy is not happy, but South Africa don't have any more reviews to use. Big, big call from the umpire Jele considering the batsman had covered a good distance of the pitch before he is deceived by Kuldeep's drift and dip, making him play all across the line. HawkEye says umpire's call on impact, considering it was made 3m down the pitch.",,,"33. JP Duminy lbw  Kuldeep
Test Match#: 18.0: v South Africa at Johannesburg in 2018 (1st innings)",Kuldeep,12.2
18,34,HM Amla,caught,B Kumar,33,2,v South Africa,Johannesburg,South Africa,10 Feb 2018,ODI # 3973,kuldeep-wkt-34,"sensational catch! At long-off, barely an inch away from the boundary line! Bhuvi, take a bow! For the longest time, Amla seems to have timed this outrageously well. It almost seems like he might only have been looking to chip it. But the ball carries all the way to long-off, where Bhuvneshwar tracks back, takes the catch over his head, worries he might overbalance so he tosses the ball back up, steadies himself and re-takes the catch. Splendid composure..",,Outfield,"34. HM Amla c B Kumar b Kuldeep
Test Match#: 18.0: v South Africa at Johannesburg in 2018 (1st innings)",Kuldeep,14.1
19,35,AL Phehlukwayo,bowled,,0,2,v South Africa,Gqeberha,,13 Feb 2018,ODI # 3976,kuldeep-wkt-35,"there'll be 14-and-a-half left when he's gone though! Andile pushes forward against a googly that he hasn't picked at all. It's tossed up outside off, it sneaks through bat and pad and it's silence at the stadium.",,,"35. AL Phehlukwayo b  Kuldeep
Test Match#: 19.0: v South Africa at Gqeberha in 2018 (1st innings)",Kuldeep,35.3
19,36,K Rabada,caught,YS Chahal,3,2,v South Africa,Gqeberha,,13 Feb 2018,ODI # 3976,kuldeep-wkt-36,"taken at midwicket. This is tossed up at off stump. He swings across the line, isn't to the pitch of this and Chahal takes it as it flies off the inside half of the bat. Rabada's troubled stay comes to an end.",,InField,"36. K Rabada c YS Chahal b Kuldeep
Test Match#: 19.0: v South Africa at Gqeberha in 2018 (1st innings)",Kuldeep,41.2
19,37,H Klaasen,stumped,,39,2,v South Africa,Gqeberha,,13 Feb 2018,ODI # 3976,kuldeep-wkt-37,"got him! Kuldeep picks up another three-wicket haul and this looks like the match and the series for India. Pushes a googly wide outside off. Klaasen has only taken a step down when he's too far away from this. It's a hopeful slash away from the body in the end, but that ball is drifting and turning away from his reach. Dhoni picks up and smashes the stumps down.",,,"37. H Klaasen stumped  Kuldeep
Test Match#: 19.0: v South Africa at Gqeberha in 2018 (1st innings)",Kuldeep,41.4
19,38,T Shamsi,caught,HH Pandya,0,2,v South Africa,Gqeberha,,13 Feb 2018,ODI # 3976,kuldeep-wkt-38,"Pandya in character, adding more flair than needed as he plucks this one-handed catch from in front of Dhawan's throat. It's a length ball floated up at middle stump. He looks to go big and skies it between long-off and long-on. Neither of them is calling and there's a danger of collision briefly as they converge. But Dhawan seems to notice and hold back a step. The ball is headed into his grasp but Pandya creates an eclipse, getting his palm in the way and then saying ""that was mine"".",,Outfield,"38. T Shamsi c HH Pandya b Kuldeep
Test Match#: 19.0: v South Africa at Gqeberha in 2018 (1st innings)",Kuldeep,41.5
20,39,CH Morris,caught,S Dhawan,4,1,v South Africa,Centurion,,16 Feb 2018,ODI # 3978,kuldeep-wkt-39,"Kuldeep adds his name into the wickets column with a wrong'un. The wristspinner has Morris holing out to long-off, where Dhawan pouches it safely and slaps his thigh in celebration. Tossed up liberally around off and breaks away. Morris looks to slug the googly away - against the break. He can't get underneath this very full one either. All he can do is to skew a catch to Dhawan in the deep via a leading edge.",,Outfield,"39. CH Morris c S Dhawan b Kuldeep
Test Match#: 20.0: v South Africa at Centurion in 2018 (1st innings)",Kuldeep,33.3
21,40,JJ Roy,caught,UT Yadav,38,1,v England,Nottingham,England,12 Jul 2018,ODI # 4014,kuldeep-wkt-40,"that's a terrible way to go! The intent was plain but the execution was hopeless... a pre-meditated reverse sweep, completely scuffed to cover. The stand is broken, and Kuldeep exerts his influence early... slip moved to leg slip before that shot was played, which was doubtless a factor.",,close-in,"40. JJ Roy c UT Yadav b Kuldeep
Test Match#: 21.0: v England at Nottingham in 2018 (1st innings)",Kuldeep,10.2
21,41,JE Root,lbw,,3,1,v England,Nottingham,England,12 Jul 2018,ODI # 4014,kuldeep-wkt-41,"pinned on the back foot! that is absolutely plumb, Root once again fails to pick the left-armer, plays back and misses it by a mile as the ball spins back into the right-hander and slams his pads. No point in reviewing that!.",,,"41. JE Root lbw  Kuldeep
Test Match#: 21.0: v England at Nottingham in 2018 (1st innings)",Kuldeep,12.1
21,42,JM Bairstow,lbw,,38,1,v England,Nottingham,England,12 Jul 2018,ODI # 4014,kuldeep-wkt-42,"big appeal once more as Bairstow fails to pick the googly, and Kohli has reviewed! Looked leg-sided initially, but it definitely turned enough to threaten the stumps... and it has pitched in line! Kuldeep has three for spit, and England are in disarray!.",,,"42. JM Bairstow lbw  Kuldeep
Test Match#: 21.0: v England at Nottingham in 2018 (1st innings)",Kuldeep,12.5
21,43,JC Buttler,caught,MS Dhoni,53,1,v England,Nottingham,England,12 Jul 2018,ODI # 4014,kuldeep-wkt-43,"turns down the leg side, is there a tickle on this, yes there is! Up goes the finger, a fine take from Dhoni, and Buttler doesn't bother reviewing. That is huge.",,Keeper,"43. JC Buttler c MS Dhoni b Kuldeep
Test Match#: 21.0: v England at Nottingham in 2018 (1st innings)",Kuldeep,38.6
21,44,BA Stokes,caught,S Kaul,50,1,v England,Nottingham,England,12 Jul 2018,ODI # 4014,kuldeep-wkt-44,"Reverse sweep and a fantastic take at backward point! Five wickets for Kuldeep - his second five-for in three innings, but this one is completed by a stunning grab from Darth Kaul, diving to his left to intercept as Stokes loses patience and takes the aerial route in his improvisation.",,InField,"44. BA Stokes c S Kaul b Kuldeep
Test Match#: 21.0: v England at Nottingham in 2018 (1st innings)",Kuldeep,44.1
21,45,DJ Willey,caught,KL Rahul,1,1,v England,Nottingham,England,12 Jul 2018,ODI # 4014,kuldeep-wkt-45,"spanked to deep midwicket, and Kuldeep has six! probably the worst ball he has bowled all day, but how often do leggies pull this off? The long-hop causes Willey's eyes to light up, but the man is well placed at cow corner to deepen England's gloom!.",,Outfield,"45. DJ Willey c KL Rahul b Kuldeep
Test Match#: 21.0: v England at Nottingham in 2018 (1st innings)",Kuldeep,44.6
22,46,JM Bairstow,bowled,,38,1,v England,Lord's,England,14 Jul 2018,ODI # 4016,kuldeep-wkt-46,"full outside leg, but it's the wrong'un! Curls into Bairstow's pads as he tries to sweep, hits the front leg, then the back of his bat, and eventually rolls onto his leg stump! What a start from Kuldeep.",,,"46. JM Bairstow b  Kuldeep
Test Match#: 22.0: v England at Lord's in 2018 (1st innings)",Kuldeep,10.2
22,47,JJ Roy,caught,UT Yadav,40,1,v England,Lord's,England,14 Jul 2018,ODI # 4016,kuldeep-wkt-47,"full on off stump, and Roy goes for the big slog sweep! Down on one knee, and timed really well over to the midwicket boundary, but Umesh Yadav was placed there for that shot. The ball goes straight down the fielder's throat and Roy can't believe his luck. Kuldeep strikes again as we break for drinks..",,InField,"47. JJ Roy c UT Yadav b Kuldeep
Test Match#: 22.0: v England at Lord's in 2018 (1st innings)",Kuldeep,14.1
22,48,EJG Morgan,caught,S Dhawan,53,1,v England,Lord's,England,14 Jul 2018,ODI # 4016,kuldeep-wkt-48,oh dear! This time he's picked out the man at deep midwicket off a big full toss. Was there to put away but didn't quite get the distance and it's a neatly judged catch on the rope by Dhawan.,,Outfield,"48. EJG Morgan c S Dhawan b Kuldeep
Test Match#: 22.0: v England at Lord's in 2018 (1st innings)",Kuldeep,30.3
24,49,Anshuman Rath,caught,RG Sharma,73,2,v Hong Kong,Dubai (DICS),,18 Sep 2018,ODI # 4039,kuldeep-wkt-49,"got him at extra cover! Rath has picked out extra cover with a gentle drive. Soft is accurate to describe that. Full on off stump, lofted with the turn and straight to the fielder. Nothing soft about the overall impact of his innings. A stupendous knock. But is this the in for India? It's not easy to get in on this pitch.",,InField,"49. Anshuman Rath c RG Sharma b Kuldeep
Test Match#: 24.0: v Hong Kong at Dubai (DICS) in 2018 (1st innings)",Kuldeep,34.1
24,50,SS McKechnie,stumped,,7,2,v Hong Kong,Dubai (DICS),,18 Sep 2018,ODI # 4039,kuldeep-wkt-50,"stumped! Tries to swing through to the leg side, but Kuldeep's floater lands outside off, and then spins further away. Sneaks between bat and body, and MSD easily takes the bails off. 50th ODI wicket for Kuldeep!.",Yes,,"50. SS McKechnie stumped  Kuldeep
Test Match#: 24.0: v Hong Kong at Dubai (DICS) in 2018 (1st innings)",Kuldeep,46.3
25,51,Babar Azam,bowled,,47,1,v Pakistan,Dubai (DICS),,19 Sep 2018,ODI # 4040,kuldeep-wkt-51,"right through him and that's hit top of off! A classic delivery from Kuldeep to show how he deceives batsmen. The line was just a bit different from the first ball, it pitched on middle and Babar stepped down to flick it away with the turn, but it was a wrong'un and missed the outside edge by a distance, and goes on to hit the off stump. Dhoni is standing there looking at off stump, no need for a stumping. The replay also shows there was enough flight to make the batsman think for a mili-second, which made Babar step out and he paid the price.",,,"51. Babar Azam b  Kuldeep
Test Match#: 25.0: v Pakistan at Dubai (DICS) in 2018 (1st innings)",Kuldeep,21.2
27,52,Fakhar Zaman,lbw,,31,1,v Pakistan,Dubai (DICS),,23 Sep 2018,ODI # 4044,kuldeep-wkt-52,"he's sprawled all over the pitch and he's also out lbw! Fakhar loses his balance as he strides out, tempted by yet another loopy treat from Kuldeep. The studs on his front foot fail him and he takes a proper tumble, and more or less falls on top of the ball. All in front of middle and leg stump - which gives umpire Tucker the leeway to get that forefinger up. Replays by the way indicate Fakhar managed a glove on the ball before it hit his body and had he reviewed, he might have saved himself..",,,"52. Fakhar Zaman lbw  Kuldeep
Test Match#: 27.0: v Pakistan at Dubai (DICS) in 2018 (1st innings)",Kuldeep,14.3
27,53,Sarfaraz Ahmed,caught,RG Sharma,44,1,v Pakistan,Dubai (DICS),,23 Sep 2018,ODI # 4044,kuldeep-wkt-53,"that's tame! He's been slowly amping up his strike-rate, calmly going for the big shots, making India fret, making Pakistan hope. And he throws it all away with a little poke to cover. The wristspinner works his magic and Sarfraz walks away, throwing his head back in disgust. He was looking to clear the infield but just doesn't get enough elevation.",,,"53. Sarfaraz Ahmed c RG Sharma b Kuldeep
Test Match#: 27.0: v Pakistan at Dubai (DICS) in 2018 (1st innings)",Kuldeep,38.5
28,54,Hashmatullah Shahidi,stumped,,0,1,v Afghanistan,Dubai (DICS),,25 Sep 2018,ODI # 4046,kuldeep-wkt-54,what a ball! Oh this is glorious from Kuldeep. Makes him flick against the line and spins it past the blade to have him stumped in the off side.Lovely stuff. Brett Lee on air says it's like watching Warne in the mirror. He's not wrong. This dips and drifts and lands on a length at leg stump. Shahidi doesn't get to the pitch as he closes the face and his back leg raises as a result. He has no chance.,,,"54. Hashmatullah Shahidi stumped  Kuldeep
Test Match#: 28.0: v Afghanistan at Dubai (DICS) in 2018 (1st innings)",Kuldeep,15.2
28,55,Asghar Afghan,bowled,,0,1,v Afghanistan,Dubai (DICS),,25 Sep 2018,ODI # 4046,kuldeep-wkt-55,"he's on a hat-trick! Through the captain's defense! Loopy delivery on a length. Lands on middle, turns into Asghar, flicks his pads, and then crashes into leg stump.",,,"55. Asghar Afghan b  Kuldeep
Test Match#: 28.0: v Afghanistan at Dubai (DICS) in 2018 (1st innings)",Kuldeep,15.3
