TestMatchNumber,Wicket,Batter,dismissalMode,Fielder,Runs,innings,opponent,venue,country,matchDate,match,video,description,Milestone,fieldingPosition,wktDetails,player,overs
10,38,MM Patel,caught,SM Pollock,0,3,v India,Cape Town,South Africa,2 Jan 2007,Test # 1827,styen-wkt-38,"Good length delivery, close to the off stump line. Munaf Patel backs away and drives it straight to Pollock at mid-off. India fold up for 169. Done and dusted in 63.7 overs!.",,InField,"38. MM Patel c SM Pollock b Steyn
Test Match#: 10.0: v India at Cape Town in 2007 (2nd innings)",Steyn,63.6
11,39,Kamran Akmal,caught,AB de Villiers,0,1,v Pakistan,Cape Town,South Africa,26 Jan 2007,Test # 1830,styen-wkt-39,"THAT'S GONE! It was bound to happen, outside off stump and Akmal pushes hard at it, flies off the edge and straight to third slip who gobbles the chance with ease. Good job Steyn kept his foot behind the line with that one and he gets his name in the wicket-takers list. Pakistan in a huge hole here..",,Keeper,"39. Kamran Akmal c AB de Villiers b Steyn
Test Match#: 11.0: v Pakistan at Cape Town in 2007 (1st innings)",Steyn,30.4
11,40,Mohammad Hafeez,caught,AG Prince,10,3,v Pakistan,Cape Town,South Africa,26 Jan 2007,Test # 1830,styen-wkt-40,"There is it! Inevitable it seems. Full and wide outside off, that was another carrot dangled to Hafeez. He fell for the bait this time and went for the drive. Can't keep it down and slashes it in the air only for Ashwell Prince to jump up at backward point and pull off a sharp catch..",,InField,"40. Mohammad Hafeez c AG Prince b Steyn
Test Match#: 11.0: v Pakistan at Cape Town in 2007 (2nd innings)",Steyn,5.5
11,41,Imran Farhat,lbw,,13,3,v Pakistan,Cape Town,South Africa,26 Jan 2007,Test # 1830,styen-wkt-41,"CRACKER OF A DELIVERY! Full ball, starts from outside off and swings it back into Farhat. Comes back teasingly and beats him neck and crop. Ball judders into the pads and Farhat is caught plumb in front. Superb deception from Steyn, Farhat has to walk back..",,,"41. Imran Farhat lbw  Steyn
Test Match#: 11.0: v Pakistan at Cape Town in 2007 (2nd innings)",Steyn,9.2
11,42,Inzamam-ul-Haq,caught,MV Boucher,22,3,v Pakistan,Cape Town,South Africa,26 Jan 2007,Test # 1830,styen-wkt-42,"27.4 GOT 'IM! What a beauty from Hall, didn't swing like the earlier deliveries, Inzamam was forced to play it and feathered an edge through to Mark Boucher. Hall deserved that wicket and South Africa are now through the top order. 81/5",,Keeper,"42. Inzamam-ul-Haq c MV Boucher b Steyn
Test Match#: 11.0: v Pakistan at Cape Town in 2007 (2nd innings)",Steyn,27.4
12,43,Misbah-ul-Haq,caught,MV Boucher,23,2,v Pakistan,Karachi,,1 Oct 2007,Test # 1843,styen-wkt-43,"37.4 slower ball outside off, slight away swing, goes on the drive, swing beats him but gets the edge through to Boucher, Steyn loved that, punching at the air 120/5",,Keeper,"43. Misbah-ul-Haq c MV Boucher b Steyn
Test Match#: 12.0: v Pakistan at Karachi in 2007 (1st innings)",Steyn,37.4
12,44,Mohammad Asif,bowled,,10,2,v Pakistan,Karachi,,1 Oct 2007,Test # 1843,styen-wkt-44,"Steyn gets one on line and length, angled outside off, swings back late, Asif is forward, plays outside that as it comes back and strikes the top of the off stump.",,,"44. Mohammad Asif b  Steyn
Test Match#: 12.0: v Pakistan at Karachi in 2007 (1st innings)",Steyn,97.3
12,45,Mohammad Hafeez,bowled,,1,4,v Pakistan,Karachi,,1 Oct 2007,Test # 1843,styen-wkt-45,"starts very wide outside off, stays very low, plays at that well away from the body, inside edge, drags that back into the stumps.",,,"45. Mohammad Hafeez b  Steyn
Test Match#: 12.0: v Pakistan at Karachi in 2007 (2nd innings)",Steyn,1.1
12,46,Salman Butt,caught,HM Amla,3,4,v Pakistan,Karachi,,1 Oct 2007,Test # 1843,styen-wkt-46,"WHAT A CATCH, brilliant by Amla at short leg, got forward on line, big inside edge, Amla dives forward, and claims a brilliant catch, TV replays shows that he did get fingers under the ball, a catch that we are going to see over and over a.",,close-in,"46. Salman Butt c HM Amla b Steyn
Test Match#: 12.0: v Pakistan at Karachi in 2007 (2nd innings)",Steyn,5.2
12,47,Younis Khan,bowled,,126,4,v Pakistan,Karachi,,1 Oct 2007,Test # 1843,styen-wkt-47,"Steyn has the reverse swing going now, gets that just short of length outside the off, swing brings it in, Khan is caught on the crease, ball does stay a bit low, but it is the reverse swing that beats the bat, played down the wrong line, BUT what a great innings.",,,"47. Younis Khan b  Steyn
Test Match#: 12.0: v Pakistan at Karachi in 2007 (2nd innings)",Steyn,55.4
12,48,Abdur Rehman,lbw,,0,4,v Pakistan,Karachi,,1 Oct 2007,Test # 1843,styen-wkt-48,"that starts outside off, full, swings back late, into the pad, and that has to be out, huge appeals, Benson raises the finger.",,,"48. Abdur Rehman lbw  Steyn
Test Match#: 12.0: v Pakistan at Karachi in 2007 (2nd innings)",Steyn,81.2
12,49,Umar Gul,caught,A Nel,8,4,v Pakistan,Karachi,,1 Oct 2007,Test # 1843,styen-wkt-49,"gets forward to one that swings late, on the front foot, outside half of the bat, loops up towards extra cover, 3rd 5-fer for Steyn.",,InField,"49. Umar Gul c A Nel b Steyn
Test Match#: 12.0: v Pakistan at Karachi in 2007 (2nd innings)",Steyn,83.5
13,50,Mohammad Yousuf,lbw,,25,2,v Pakistan,Lahore,,8 Oct 2007,Test # 1844,styen-wkt-50,"Steyn goes in short, Yousuf is on the pull, the ball stays very low, must have come of a crack, hits the pads and Benson agrees with the appeals, may have been high but the umpire and players had no doubts, I think he was unlucky.",Yes,,"50. Mohammad Yousuf lbw  Steyn
Test Match#: 13.0: v Pakistan at Lahore in 2007 (1st innings)",Steyn,31.1
13,51,Shoaib Malik,caught,HM Amla,1,2,v Pakistan,Lahore,,8 Oct 2007,Test # 1844,styen-wkt-51,.,,InField,"51. Shoaib Malik c HM Amla b Steyn
Test Match#: 13.0: v Pakistan at Lahore in 2007 (1st innings)",Steyn,41.3
14,52,CD Cumming,lbw,,12,2,v New Zealand,Johannesburg,South Africa,8 Nov 2007,Test # 1846,styen-wkt-52,trapped in front! Steyn makes him play for a change by pitching it up. He gets the ball to bend in and straighten after pitching. Cumming gets a stride forward and the ball strikes him on the front pad in front of middle and off.,,,"52. CD Cumming lbw  Steyn
Test Match#: 14.0: v New Zealand at Johannesburg in 2007 (1st innings)",Steyn,11.3
14,53,SE Bond,bowled,,1,2,v New Zealand,Johannesburg,South Africa,8 Nov 2007,Test # 1846,styen-wkt-53,"he gets the yorker in! Steyn fires that one at a scorching pace on the base of off stump, the swing was just right and Bond wasn't able to get his bat down quickly on that. The ball pushes the off stump back.",,,"53. SE Bond b  Steyn
Test Match#: 14.0: v New Zealand at Johannesburg in 2007 (1st innings)",Steyn,17.4
14,54,JDP Oram,caught,JH Kallis,1,2,v New Zealand,Johannesburg,South Africa,8 Nov 2007,Test # 1846,styen-wkt-54,"Another bowling change clicks. Short of a length on middle, the ball kicks on Oram with the line and comes in to his midriff. Oram clearly wasn't quick enough to get the bat behind the line of the ball and a thick outside edge flies off his bat. Kallis does well to dive to his right and take the catch at second slip.",,slip-cordon,"54. JDP Oram c JH Kallis b Steyn
Test Match#: 14.0: v New Zealand at Johannesburg in 2007 (1st innings)",Steyn,33.3
14,55,BB McCullum,lbw,,9,2,v New Zealand,Johannesburg,South Africa,8 Nov 2007,Test # 1846,styen-wkt-55,"Steyn gets four.... The ball lands just short of a good length slightly outside the line of off stump, doesn't bend in to the right-hander, McCullum shapes to flick across the line but plays too early as the ball strikes him in front of middle. The umpires raises his finger and McCullum appears a little unhappy..",,,"55. BB McCullum lbw  Steyn
Test Match#: 14.0: v New Zealand at Johannesburg in 2007 (1st innings)",Steyn,41.1
14,56,CS Martin,caught,PL Harris,0,2,v New Zealand,Johannesburg,South Africa,8 Nov 2007,Test # 1846,styen-wkt-56,"that's five for the road for Steyn.... fires that on a good length on middle, Martin shapes to tuck it to the on side, gets a leading edge and Harris at midwicket takes another dolly running a few paces to his left.",,InField,"56. CS Martin c PL Harris b Steyn
Test Match#: 14.0: v New Zealand at Johannesburg in 2007 (1st innings)",Steyn,41.3
14,57,CD Cumming,caught,GC Smith,7,4,v New Zealand,Johannesburg,South Africa,8 Nov 2007,Test # 1846,styen-wkt-57,"that's the first strike....lands the ball on a good length outside off, gets the ball to dart away from the right-hander, Cumming was caught at the crease fishing outside off without moving his feet, he gets a thick outside edge to Smith at first slip.",,slip-cordon,"57. CD Cumming c GC Smith b Steyn
Test Match#: 14.0: v New Zealand at Johannesburg in 2007 (2nd innings)",Steyn,4.6
14,58,SB Styris,caught,MV Boucher,16,4,v New Zealand,Johannesburg,South Africa,8 Nov 2007,Test # 1846,styen-wkt-58,"that didn't take too long....Steyn digs it in short of a length on middle, gets the ball to move inwards off the seam, Styris tries to glide it down to fine leg but the ball just shaves his glove and Boucher takes it to his left.",,Keeper,"58. SB Styris c MV Boucher b Steyn
Test Match#: 14.0: v New Zealand at Johannesburg in 2007 (2nd innings)",Steyn,18.3
14,59,BB McCullum,caught,HH Gibbs,26,4,v New Zealand,Johannesburg,South Africa,8 Nov 2007,Test # 1846,styen-wkt-59,"loose shot and McCullum can't believe what he just did.... short outside off, comes in at a gentle pace, McCullum tries to slice that above the slips but succeeds in playing it off the meat of the bat. Gibbs at gully takes one of his easier catches. It was not really a wicket-taking delivery...just a loss of concentration on the part of the batsman.",,close-in,"59. BB McCullum c HH Gibbs b Steyn
Test Match#: 14.0: v New Zealand at Johannesburg in 2007 (2nd innings)",Steyn,26.1
14,60,IE O'Brien,caught,HM Amla,0,4,v New Zealand,Johannesburg,South Africa,8 Nov 2007,Test # 1846,styen-wkt-60,"48.5 Fantastic reflex catch... Steyn dishes out a slower ball on the pads, O'Brien flicks uppishly, Amla at forward short-leg gets a hand to it, the ball rebounds off his palms and lobs up. He turns around quickly, takes it on the second attempt and the fielders celebrate. There's a bit of doubt as O'Brien stands his ground as he felt the ball hit Amla's visor before catching it. The third umpire finally rules him out. 170/8",,InField,"60. IE O'Brien c HM Amla b Steyn
Test Match#: 14.0: v New Zealand at Johannesburg in 2007 (2nd innings)",Steyn,48.5
14,61,CS Martin,bowled,,0,4,v New Zealand,Johannesburg,South Africa,8 Nov 2007,Test # 1846,styen-wkt-61,"It's all over at the Wanderers..... and Steyn has ten for the match.... Steyn keeps it in line with the stumps, Martin stays rooted to the crease, doesn't move his feet, the ball goes straight on and crashes into middle and off stump.",,,"61. CS Martin b  Steyn
Test Match#: 14.0: v New Zealand at Johannesburg in 2007 (2nd innings)",Steyn,50.6
15,62,L Vincent,caught,PL Harris,33,1,v New Zealand,Centurion,South Africa,16 Nov 2007,Test # 1848,styen-wkt-62,"and would you look at that! After unsettling him with a snorter last ball, Steyn hustles in and digs one in short again and Vincent is simply hurried into his pull shot, lobbing it up in the air for Harris to run across to square leg and pouch an easy take, very clever bowling from Steyn.",,InField,"62. L Vincent c PL Harris b Steyn
Test Match#: 15.0: v New Zealand at Centurion in 2007 (1st innings)",Steyn,29.4
15,63,SB Styris,lbw,,3,1,v New Zealand,Centurion,South Africa,16 Nov 2007,Test # 1848,styen-wkt-63,"trapped him! Steyn follows up with a slower delivery, full on middle and leg and swinging in nicely, Styris is back and rooted to the crease, attempting to work it across the line but the bat comes down way too late and he's caught plumb in front, another excellent change-up from Steyn!.",,,"63. SB Styris lbw  Steyn
Test Match#: 15.0: v New Zealand at Centurion in 2007 (1st innings)",Steyn,35.5
15,64,MR Gillespie,lbw,,0,1,v New Zealand,Centurion,South Africa,16 Nov 2007,Test # 1848,styen-wkt-64,"gone! Gillespie departs for 0 on debut, staying back in his crease and bringing the bat down late, he's caught dead in front of middle stump to a full delivery coming back off the seam.",,,"64. MR Gillespie lbw  Steyn
Test Match#: 15.0: v New Zealand at Centurion in 2007 (1st innings)",Steyn,55.3
15,65,IE O'Brien,caught,HH Gibbs,0,1,v New Zealand,Centurion,South Africa,16 Nov 2007,Test # 1848,styen-wkt-65,"55.4 and he goes first ball! Steyn bowls it full in that channel outside off stump and O'Brien cant stop himself from having a flirt, edging to Gibbs at gully, moving to his left and taking an easy catch 187/8",,InField,"65. IE O'Brien c HH Gibbs b Steyn
Test Match#: 15.0: v New Zealand at Centurion in 2007 (1st innings)",Steyn,55.4
